"","ligand","receptor","pair","ligand_gene_id","receptor_gene_id"
"282","Ccl5","Sdc1","CCL5_SDC1","ENSMUSG00000035042","ENSMUSG00000020592"
"283","Ccl5","Sdc4","CCL5_SDC4","ENSMUSG00000035042","ENSMUSG00000017009"
"284","Ccl7","Ackr2","CCL7_ACKR2","ENSMUSG00000035373","ENSMUSG00000044534"
"285","Ccl7","Ackr4","CCL7_ACKR4","ENSMUSG00000035373","ENSMUSG00000079355"
"286","Ccl7","Ccr10","CCL7_CCR10","ENSMUSG00000035373","ENSMUSG00000044052"
"287","Ccl7","Ccr3","CCL7_CCR3","ENSMUSG00000035373","ENSMUSG00000035448"
"288","Ccl7","Cxcr3","CCL7_CXCR3","ENSMUSG00000035373","ENSMUSG00000050232"
"289","Cd14","Itga4","CD14_ITGA4","ENSMUSG00000051439","ENSMUSG00000027009"
"290","Cd14","Itgb1","CD14_ITGB1","ENSMUSG00000051439","ENSMUSG00000025809"
"291","Cd24a","Selp","CD24_SELP","ENSMUSG00000047139","ENSMUSG00000026580"
"292","Cd34","Sell","CD34_SELL","ENSMUSG00000016494","ENSMUSG00000026581"
"293","Cd34","Selp","CD34_SELP","ENSMUSG00000016494","ENSMUSG00000026580"
"294","Cd40lg","Cd40","CD40LG_CD40","ENSMUSG00000031132","ENSMUSG00000017652"
"295","Cd40lg","Itgam","CD40LG_ITGAM","ENSMUSG00000031132","ENSMUSG00000030786"
"296","Cd40lg","Itgb2","CD40LG_ITGB2","ENSMUSG00000031132","ENSMUSG00000000290"
"297","Cd40lg","Traf3","CD40LG_TRAF3","ENSMUSG00000031132","ENSMUSG00000021277"
"298","Cd5l","Cd5","CD5L_CD5","ENSMUSG00000015854","ENSMUSG00000024669"
"299","Cd70","Cd27","CD70_CD27","ENSMUSG00000019489","ENSMUSG00000030336"
"300","Cdh1","Cdh2","CDH1_CDH2","ENSMUSG00000000303","ENSMUSG00000024304"
"301","Cdh1","Egfr","CDH1_EGFR","ENSMUSG00000000303","ENSMUSG00000020122"
"302","Cdh1","Erbb3","CDH1_ERBB3","ENSMUSG00000000303","ENSMUSG00000018166"
"303","Cdh1","Igf1r","CDH1_IGF1R","ENSMUSG00000000303","ENSMUSG00000005533"
"304","Cdh1","Itgae","CDH1_ITGAE","ENSMUSG00000000303","ENSMUSG00000005947"
"305","Cdh1","Itgb7","CDH1_ITGB7","ENSMUSG00000000303","ENSMUSG00000001281"
"306","Cdh1","Klrg1","CDH1_KLRG1","ENSMUSG00000000303","ENSMUSG00000030114"
"307","Cdh1","Lrp5","CDH1_LRP5","ENSMUSG00000000303","ENSMUSG00000024913"
"308","Cdh1","Ptprf","CDH1_PTPRF","ENSMUSG00000000303","ENSMUSG00000033295"
"309","Cdh1","Ptprm","CDH1_PTPRM","ENSMUSG00000000303","ENSMUSG00000033278"
"310","Cel","Cxcr4","CEL_CXCR4","ENSMUSG00000026818","ENSMUSG00000045382"
"311","Cga","Fshr","CGA_FSHR","ENSMUSG00000028298","ENSMUSG00000032937"
"312","Cga","Lhcgr","CGA_LHCGR","ENSMUSG00000028298","ENSMUSG00000024107"
"313","Cga","Tshr","CGA_TSHR","ENSMUSG00000028298","ENSMUSG00000020963"
"314","Cgn","F11r","CGN_F11R","ENSMUSG00000068876","ENSMUSG00000038235"
"315","Cgn","Ocln","CGN_OCLN","ENSMUSG00000068876","ENSMUSG00000021638"
"316","Cgn","Tgfbr1","CGN_TGFBR1","ENSMUSG00000068876","ENSMUSG00000007613"
"317","Cgn","Tgfbr2","CGN_TGFBR2","ENSMUSG00000068876","ENSMUSG00000032440"
"318","Chad","Itga2","CHAD_ITGA2","ENSMUSG00000039084","ENSMUSG00000015533"
"319","Chad","Itgb1","CHAD_ITGB1","ENSMUSG00000039084","ENSMUSG00000025809"
"320","Clcf1","Cntfr","CLCF1_CNTFR","ENSMUSG00000040663","ENSMUSG00000028444"
"321","Clcf1","Crlf1","CLCF1_CRLF1","ENSMUSG00000040663","ENSMUSG00000007888"
"322","Clcf1","Il6st","CLCF1_IL6ST","ENSMUSG00000040663","ENSMUSG00000021756"
"323","Clcf1","Lifr","CLCF1_LIFR","ENSMUSG00000040663","ENSMUSG00000054263"
"324","Clec11a","Kit","CLEC11A_KIT","ENSMUSG00000004473","ENSMUSG00000005672"
"325","Cntf","Cntfr","CNTF_CNTFR","ENSMUSG00000079415","ENSMUSG00000028444"
"326","Cntf","Il6ra","CNTF_IL6R","ENSMUSG00000079415","ENSMUSG00000027947"
"327","Cntf","Il6st","CNTF_IL6ST","ENSMUSG00000079415","ENSMUSG00000021756"
"328","Cntf","Lifr","CNTF_LIFR","ENSMUSG00000079415","ENSMUSG00000054263"
"329","Cntn2","Cntn1","CNTN2_CNTN1","ENSMUSG00000053024","ENSMUSG00000055022"
"330","Cntn2","Cntnap2","CNTN2_CNTNAP2","ENSMUSG00000053024","ENSMUSG00000039419"
"331","Cntn2","Nrcam","CNTN2_NRCAM","ENSMUSG00000053024","ENSMUSG00000020598"
"332","Cntn2","Nrp1","CNTN2_NRP1","ENSMUSG00000053024","ENSMUSG00000025810"
"333","Cntn4","Ptprg","CNTN4_PTPRG","ENSMUSG00000064293","ENSMUSG00000021745"
"334","Col11a1","Ddr1","COL11A1_DDR1","ENSMUSG00000027966","ENSMUSG00000003534"
"335","Col11a1","Itga2","COL11A1_ITGA2","ENSMUSG00000027966","ENSMUSG00000015533"
"336","Col11a1","Itgb1","COL11A1_ITGB1","ENSMUSG00000027966","ENSMUSG00000025809"
"337","Col14a1","Cd44","COL14A1_CD44","ENSMUSG00000022371","ENSMUSG00000005087"
"338","Col18a1","Gpc1","COL18A1_GPC1","ENSMUSG00000001435","ENSMUSG00000034220"
"339","Col18a1","Gpc4","COL18A1_GPC4","ENSMUSG00000001435","ENSMUSG00000031119"
"340","Col18a1","Itga5","COL18A1_ITGA5","ENSMUSG00000001435","ENSMUSG00000000555"
"341","Col18a1","Itgb1","COL18A1_ITGB1","ENSMUSG00000001435","ENSMUSG00000025809"
"342","Col18a1","Kdr","COL18A1_KDR","ENSMUSG00000001435","ENSMUSG00000062960"
"343","Col1a1","Cd36","COL1A1_CD36","ENSMUSG00000001506","ENSMUSG00000002944"
"344","Col1a1","Cd44","COL1A1_CD44","ENSMUSG00000001506","ENSMUSG00000005087"
"345","Col1a1","Cd93","COL1A1_CD93","ENSMUSG00000001506","ENSMUSG00000027435"
"346","Col1a1","Ddr1","COL1A1_DDR1","ENSMUSG00000001506","ENSMUSG00000003534"
"347","Col1a1","Ddr2","COL1A1_DDR2","ENSMUSG00000001506","ENSMUSG00000026674"
"348","Col1a1","Flt4","COL1A1_FLT4","ENSMUSG00000001506","ENSMUSG00000020357"
"349","Col1a1","Itga1","COL1A1_ITGA1","ENSMUSG00000001506","ENSMUSG00000042284"
"350","Col1a1","Itga11","COL1A1_ITGA11","ENSMUSG00000001506","ENSMUSG00000032243"
"351","Col1a1","Itga2","COL1A1_ITGA2","ENSMUSG00000001506","ENSMUSG00000015533"
"352","Col1a1","Itga5","COL1A1_ITGA5","ENSMUSG00000001506","ENSMUSG00000000555"
"353","Col1a1","Itgav","COL1A1_ITGAV","ENSMUSG00000001506","ENSMUSG00000027087"
"354","Col1a1","Itgb1","COL1A1_ITGB1","ENSMUSG00000001506","ENSMUSG00000025809"
"355","Col1a1","Tmprss6","COL1A1_TMPRSS6","ENSMUSG00000001506","ENSMUSG00000016942"
"356","Col1a2","Cd36","COL1A2_CD36","ENSMUSG00000029661","ENSMUSG00000002944"
"357","Col1a2","Cd44","COL1A2_CD44","ENSMUSG00000029661","ENSMUSG00000005087"
"358","Col1a2","Cd93","COL1A2_CD93","ENSMUSG00000029661","ENSMUSG00000027435"
"359","Col1a2","Flt4","COL1A2_FLT4","ENSMUSG00000029661","ENSMUSG00000020357"
"360","Col1a2","Itga1","COL1A2_ITGA1","ENSMUSG00000029661","ENSMUSG00000042284"
"361","Col1a2","Itga11","COL1A2_ITGA11","ENSMUSG00000029661","ENSMUSG00000032243"
"362","Col1a2","Itga2","COL1A2_ITGA2","ENSMUSG00000029661","ENSMUSG00000015533"
"363","Col1a2","Itga2b","COL1A2_ITGA2B","ENSMUSG00000029661","ENSMUSG00000034664"
"364","Col1a2","Itgav","COL1A2_ITGAV","ENSMUSG00000029661","ENSMUSG00000027087"
"365","Col1a2","Itgb1","COL1A2_ITGB1","ENSMUSG00000029661","ENSMUSG00000025809"
"366","Col1a2","Itgb3","COL1A2_ITGB3","ENSMUSG00000029661","ENSMUSG00000020689"
"367","Col2a1","Ddr1","COL2A1_DDR1","ENSMUSG00000022483","ENSMUSG00000003534"
"368","Col2a1","Itga1","COL2A1_ITGA1","ENSMUSG00000022483","ENSMUSG00000042284"
"369","Col2a1","Itga10","COL2A1_ITGA10","ENSMUSG00000022483","ENSMUSG00000090210"
"370","Col2a1","Itga2","COL2A1_ITGA2","ENSMUSG00000022483","ENSMUSG00000015533"
"371","Col2a1","Itga2b","COL2A1_ITGA2B","ENSMUSG00000022483","ENSMUSG00000034664"
"372","Col2a1","Itgb1","COL2A1_ITGB1","ENSMUSG00000022483","ENSMUSG00000025809"
"373","Col2a1","Mag","COL2A1_MAG","ENSMUSG00000022483","ENSMUSG00000036634"
"374","Col2a1","Olfr20","COL2A1_OR1E1","ENSMUSG00000022483","ENSMUSG00000062128"
"375","Col3a1","Ddr1","COL3A1_DDR1","ENSMUSG00000026043","ENSMUSG00000003534"
"376","Col3a1","Ddr2","COL3A1_DDR2","ENSMUSG00000026043","ENSMUSG00000026674"
"377","Col3a1","Itga2","COL3A1_ITGA2","ENSMUSG00000026043","ENSMUSG00000015533"
"378","Col3a1","Itgb1","COL3A1_ITGB1","ENSMUSG00000026043","ENSMUSG00000025809"
"379","Col3a1","Mag","COL3A1_MAG","ENSMUSG00000026043","ENSMUSG00000036634"
"380","Col4a1","Cd47","COL4A1_CD47","ENSMUSG00000031502","ENSMUSG00000055447"
"381","Col4a1","Cd93","COL4A1_CD93","ENSMUSG00000031502","ENSMUSG00000027435"
"382","Col4a1","Itga1","COL4A1_ITGA1","ENSMUSG00000031502","ENSMUSG00000042284"
"383","Col4a1","Itga2","COL4A1_ITGA2","ENSMUSG00000031502","ENSMUSG00000015533"
"384","Col4a1","Itgav","COL4A1_ITGAV","ENSMUSG00000031502","ENSMUSG00000027087"
"385","Col4a1","Itgb1","COL4A1_ITGB1","ENSMUSG00000031502","ENSMUSG00000025809"
"386","Col4a1","Itgb8","COL4A1_ITGB8","ENSMUSG00000031502","ENSMUSG00000025321"
"387","Col4a2","Cd93","COL4A2_CD93","ENSMUSG00000031503","ENSMUSG00000027435"
"388","Col4a3","Cd47","COL4A3_CD47","ENSMUSG00000079465","ENSMUSG00000055447"
"389","Col4a3","Cd93","COL4A3_CD93","ENSMUSG00000079465","ENSMUSG00000027435"
"390","Col4a3","Itga1","COL4A3_ITGA1","ENSMUSG00000079465","ENSMUSG00000042284"
"391","Col4a3","Itga2","COL4A3_ITGA2","ENSMUSG00000079465","ENSMUSG00000015533"
"392","Col4a3","Itgav","COL4A3_ITGAV","ENSMUSG00000079465","ENSMUSG00000027087"
"393","Col4a3","Itgb1","COL4A3_ITGB1","ENSMUSG00000079465","ENSMUSG00000025809"
"394","Col4a4","Cd47","COL4A4_CD47","ENSMUSG00000067158","ENSMUSG00000055447"
"395","Col4a4","Cd93","COL4A4_CD93","ENSMUSG00000067158","ENSMUSG00000027435"
"396","Col4a4","Itga1","COL4A4_ITGA1","ENSMUSG00000067158","ENSMUSG00000042284"
"397","Col4a4","Itga2","COL4A4_ITGA2","ENSMUSG00000067158","ENSMUSG00000015533"
"398","Col4a4","Itgav","COL4A4_ITGAV","ENSMUSG00000067158","ENSMUSG00000027087"
"399","Col4a4","Itgb1","COL4A4_ITGB1","ENSMUSG00000067158","ENSMUSG00000025809"
"400","Col4a5","Cd47","COL4A5_CD47","ENSMUSG00000031274","ENSMUSG00000055447"
"401","Col4a5","Cd93","COL4A5_CD93","ENSMUSG00000031274","ENSMUSG00000027435"
"402","Col4a5","Itga1","COL4A5_ITGA1","ENSMUSG00000031274","ENSMUSG00000042284"
"403","Col4a5","Itga2","COL4A5_ITGA2","ENSMUSG00000031274","ENSMUSG00000015533"
"404","Col4a5","Itgav","COL4A5_ITGAV","ENSMUSG00000031274","ENSMUSG00000027087"
"405","Col4a5","Itgb1","COL4A5_ITGB1","ENSMUSG00000031274","ENSMUSG00000025809"
"406","Col4a6","Cd47","COL4A6_CD47","ENSMUSG00000031273","ENSMUSG00000055447"
"407","Col4a6","Cd93","COL4A6_CD93","ENSMUSG00000031273","ENSMUSG00000027435"
"408","Col4a6","Itga1","COL4A6_ITGA1","ENSMUSG00000031273","ENSMUSG00000042284"
"409","Col4a6","Itga2","COL4A6_ITGA2","ENSMUSG00000031273","ENSMUSG00000015533"
"410","Col4a6","Itgav","COL4A6_ITGAV","ENSMUSG00000031273","ENSMUSG00000027087"
"411","Col4a6","Itgb1","COL4A6_ITGB1","ENSMUSG00000031273","ENSMUSG00000025809"
"412","Col5a1","Itga1","COL5A1_ITGA1","ENSMUSG00000026837","ENSMUSG00000042284"
"413","Col5a1","Itgb1","COL5A1_ITGB1","ENSMUSG00000026837","ENSMUSG00000025809"
"414","Col5a1","Sdc3","COL5A1_SDC3","ENSMUSG00000026837","ENSMUSG00000025743"
"415","Col5a2","Ddr1","COL5A2_DDR1","ENSMUSG00000026042","ENSMUSG00000003534"
"416","Col5a2","Itga1","COL5A2_ITGA1","ENSMUSG00000026042","ENSMUSG00000042284"
"417","Col5a2","Itgb1","COL5A2_ITGB1","ENSMUSG00000026042","ENSMUSG00000025809"
"418","Col5a3","Sdc3","COL5A3_SDC3","ENSMUSG00000004098","ENSMUSG00000025743"
"419","Col6a1","Itga1","COL6A1_ITGA1","ENSMUSG00000001119","ENSMUSG00000042284"
"420","Col6a1","Itga2","COL6A1_ITGA2","ENSMUSG00000001119","ENSMUSG00000015533"
"421","Col6a1","Itga6","COL6A1_ITGA6","ENSMUSG00000001119","ENSMUSG00000027111"
"422","Col6a1","Itgb1","COL6A1_ITGB1","ENSMUSG00000001119","ENSMUSG00000025809"
"423","Col6a2","Itga1","COL6A2_ITGA1","ENSMUSG00000020241","ENSMUSG00000042284"
"424","Col6a2","Itga2","COL6A2_ITGA2","ENSMUSG00000020241","ENSMUSG00000015533"
"425","Col6a2","Itgb1","COL6A2_ITGB1","ENSMUSG00000020241","ENSMUSG00000025809"
"426","Col6a3","Itga1","COL6A3_ITGA1","ENSMUSG00000048126","ENSMUSG00000042284"
"427","Col6a3","Itga2","COL6A3_ITGA2","ENSMUSG00000048126","ENSMUSG00000015533"
"428","Col6a3","Itgb1","COL6A3_ITGB1","ENSMUSG00000048126","ENSMUSG00000025809"
"429","Col7a1","Itga2","COL7A1_ITGA2","ENSMUSG00000025650","ENSMUSG00000015533"
"430","Col7a1","Itgb1","COL7A1_ITGB1","ENSMUSG00000025650","ENSMUSG00000025809"
"431","Col8a1","Itga1","COL8A1_ITGA1","ENSMUSG00000068196","ENSMUSG00000042284"
"432","Col8a1","Itga2","COL8A1_ITGA2","ENSMUSG00000068196","ENSMUSG00000015533"
"433","Col9a1","Mag","COL9A1_MAG","ENSMUSG00000026147","ENSMUSG00000036634"
"434","Col9a2","Mag","COL9A2_MAG","ENSMUSG00000028626","ENSMUSG00000036634"
"435","Col9a3","Mag","COL9A3_MAG","ENSMUSG00000027570","ENSMUSG00000036634"
"436","Colq","Musk","COLQ_MUSK","ENSMUSG00000057606","ENSMUSG00000057280"
"437","Cort","Ghsr","CORT_GHSR","ENSMUSG00000028971","ENSMUSG00000051136"
"438","Cort","Sstr1","CORT_SSTR1","ENSMUSG00000028971","ENSMUSG00000035431"
"439","Cort","Sstr2","CORT_SSTR2","ENSMUSG00000028971","ENSMUSG00000047904"
"440","Cort","Sstr3","CORT_SSTR3","ENSMUSG00000028971","ENSMUSG00000044933"
"441","Cort","Sstr4","CORT_SSTR4","ENSMUSG00000028971","ENSMUSG00000037014"
"442","Cort","Sstr5","CORT_SSTR5","ENSMUSG00000028971","ENSMUSG00000050824"
"443","Cp","Slc40a1","CP_SLC40A1","ENSMUSG00000003617","ENSMUSG00000025993"
"444","Crh","Crhr1","CRH_CRHR1","ENSMUSG00000049796","ENSMUSG00000018634"
"445","Crh","Crhr2","CRH_CRHR2","ENSMUSG00000049796","ENSMUSG00000003476"
"446","Crh","Mc2r","CRH_MC2R","ENSMUSG00000049796","ENSMUSG00000045569"
"447","Crp","Olr1","CRP_OLR1","ENSMUSG00000037942","ENSMUSG00000030162"
"448","Csf1","Csf1r","CSF1_CSF1R","ENSMUSG00000014599","ENSMUSG00000024621"
"449","Csf2","Csf1r","CSF2_CSF1R","ENSMUSG00000018916","ENSMUSG00000024621"
"450","Csf2","Csf3r","CSF2_CSF3R","ENSMUSG00000018916","ENSMUSG00000028859"
"451","Csf2","Il3ra","CSF2_IL3RA","ENSMUSG00000018916","ENSMUSG00000068758"
"452","Csf2","Itga9","CSF2_ITGA9","ENSMUSG00000018916","ENSMUSG00000039115"
"453","Csf2","Itgb1","CSF2_ITGB1","ENSMUSG00000018916","ENSMUSG00000025809"
"454","Csf2","Sdc2","CSF2_SDC2","ENSMUSG00000018916","ENSMUSG00000022261"
"455","Csf3","Csf1r","CSF3_CSF1R","ENSMUSG00000038067","ENSMUSG00000024621"
"456","Csf3","Csf3r","CSF3_CSF3R","ENSMUSG00000038067","ENSMUSG00000028859"
"457","Ctf1","Il6st","CTF1_IL6ST","ENSMUSG00000042340","ENSMUSG00000021756"
"458","Ctf1","Lifr","CTF1_LIFR","ENSMUSG00000042340","ENSMUSG00000054263"
"459","Ctgf","Erbb4","CTGF_ERBB4","ENSMUSG00000019997","ENSMUSG00000062209"
"460","Ctgf","Itga5","CTGF_ITGA5","ENSMUSG00000019997","ENSMUSG00000000555"
"461","Ctgf","Itgam","CTGF_ITGAM","ENSMUSG00000019997","ENSMUSG00000030786"
"462","Ctgf","Itgb2","CTGF_ITGB2","ENSMUSG00000019997","ENSMUSG00000000290"
"463","Ctgf","Lrp1","CTGF_LRP1","ENSMUSG00000019997","ENSMUSG00000040249"
"464","Ctgf","Lrp6","CTGF_LRP6","ENSMUSG00000019997","ENSMUSG00000030201"
"465","Ctgf","Ntrk1","CTGF_NTRK1","ENSMUSG00000019997","ENSMUSG00000028072"
"466","Cthrc1","Fzd3","CTHRC1_FZD3","ENSMUSG00000054196","ENSMUSG00000007989"
"467","Cthrc1","Fzd5","CTHRC1_FZD5","ENSMUSG00000054196","ENSMUSG00000045005"
"468","Cthrc1","Fzd6","CTHRC1_FZD6","ENSMUSG00000054196","ENSMUSG00000022297"
"469","Cubn","Lrp2","CUBN_LRP2","ENSMUSG00000026726","ENSMUSG00000027070"
"470","Cx3cl1","Cx3cr1","CX3CL1_CX3CR1","ENSMUSG00000031778","ENSMUSG00000052336"
"471","Cxcl10","Ccr3","CXCL10_CCR3","ENSMUSG00000034855","ENSMUSG00000035448"
"472","Cxcl10","Cxcr3","CXCL10_CXCR3","ENSMUSG00000034855","ENSMUSG00000050232"
"473","Cxcl10","Sdc4","CXCL10_SDC4","ENSMUSG00000034855","ENSMUSG00000017009"
"474","Cxcl11","Ackr3","CXCL11_ACKR3","ENSMUSG00000060183","ENSMUSG00000044337"
"475","Cxcl11","Ccr3","CXCL11_CCR3","ENSMUSG00000060183","ENSMUSG00000035448"
"476","Cxcl11","Cxcr3","CXCL11_CXCR3","ENSMUSG00000060183","ENSMUSG00000050232"
"477","Cxcl12","Ackr3","CXCL12_ACKR3","ENSMUSG00000061353","ENSMUSG00000044337"
"478","Cxcl12","Ccr4","CXCL12_CCR4","ENSMUSG00000061353","ENSMUSG00000047898"
"479","Cxcl12","Cd4","CXCL12_CD4","ENSMUSG00000061353","ENSMUSG00000023274"
"480","Cxcl12","Cxcr3","CXCL12_CXCR3","ENSMUSG00000061353","ENSMUSG00000050232"
"481","Cxcl12","Cxcr4","CXCL12_CXCR4","ENSMUSG00000061353","ENSMUSG00000045382"
"482","Cxcl12","Itgb1","CXCL12_ITGB1","ENSMUSG00000061353","ENSMUSG00000025809"
"483","Cxcl12","Sdc4","CXCL12_SDC4","ENSMUSG00000061353","ENSMUSG00000017009"
"484","Cxcl13","Ackr4","CXCL13_ACKR4","ENSMUSG00000023078","ENSMUSG00000079355"
"485","Cxcl13","Ccr10","CXCL13_CCR10","ENSMUSG00000023078","ENSMUSG00000044052"
"486","Cxcl13","Cxcr3","CXCL13_CXCR3","ENSMUSG00000023078","ENSMUSG00000050232"
"487","Cxcl13","Cxcr5","CXCL13_CXCR5","ENSMUSG00000023078","ENSMUSG00000047880"
"488","Cxcl13","Htr2a","CXCL13_HTR2A","ENSMUSG00000023078","ENSMUSG00000034997"
"489","Cxcl13","Oprd1","CXCL13_OPRD1","ENSMUSG00000023078","ENSMUSG00000050511"
"490","Cxcl16","Cxcr6","CXCL16_CXCR6","ENSMUSG00000018920","ENSMUSG00000048521"
"491","Cxcl9","Ccr3","CXCL9_CCR3","ENSMUSG00000029417","ENSMUSG00000035448"
"492","Cxcl9","Cxcr3","CXCL9_CXCR3","ENSMUSG00000029417","ENSMUSG00000050232"
"493","Cyr61","Cav1","CYR61_CAV1","ENSMUSG00000028195","ENSMUSG00000007655"
"494","Cyr61","Itga5","CYR61_ITGA5","ENSMUSG00000028195","ENSMUSG00000000555"
"495","Cyr61","Itgam","CYR61_ITGAM","ENSMUSG00000028195","ENSMUSG00000030786"
"496","Cyr61","Itgav","CYR61_ITGAV","ENSMUSG00000028195","ENSMUSG00000027087"
"497","Cyr61","Itgb2","CYR61_ITGB2","ENSMUSG00000028195","ENSMUSG00000000290"
"498","Cyr61","Itgb3","CYR61_ITGB3","ENSMUSG00000028195","ENSMUSG00000020689"
"499","Cyr61","Itgb5","CYR61_ITGB5","ENSMUSG00000028195","ENSMUSG00000022817"
"500","Dcn","Egfr","DCN_EGFR","ENSMUSG00000019929","ENSMUSG00000020122"
"501","Dcn","Erbb4","DCN_ERBB4","ENSMUSG00000019929","ENSMUSG00000062209"
"502","Dcn","Met","DCN_MET","ENSMUSG00000019929","ENSMUSG00000009376"
"503","Defb1","Ccr6","DEFB1_CCR6","ENSMUSG00000044748","ENSMUSG00000040899"
"504","Dhh","Boc","DHH_BOC","ENSMUSG00000023000","ENSMUSG00000022687"
"505","Dhh","Cdon","DHH_CDON","ENSMUSG00000023000","ENSMUSG00000038119"
"506","Dhh","Hhip","DHH_HHIP","ENSMUSG00000023000","ENSMUSG00000064325"
"507","Dhh","Ptch1","DHH_PTCH1","ENSMUSG00000023000","ENSMUSG00000021466"
"508","Dhh","Ptch2","DHH_PTCH2","ENSMUSG00000023000","ENSMUSG00000028681"
"509","Dkk1","Kremen1","DKK1_KREMEN1","ENSMUSG00000024868","ENSMUSG00000020393"
"510","Dkk1","Kremen2","DKK1_KREMEN2","ENSMUSG00000024868","ENSMUSG00000040680"
"511","Dkk1","Lrp5","DKK1_LRP5","ENSMUSG00000024868","ENSMUSG00000024913"
"512","Dkk1","Lrp6","DKK1_LRP6","ENSMUSG00000024868","ENSMUSG00000030201"
"513","Dkk2","Kremen2","DKK2_KREMEN2","ENSMUSG00000028031","ENSMUSG00000040680"
"514","Dkk2","Lrp6","DKK2_LRP6","ENSMUSG00000028031","ENSMUSG00000030201"
"515","Dlk1","Notch1","DLK1_NOTCH1","ENSMUSG00000040856","ENSMUSG00000026923"
"516","Dlk1","Notch3","DLK1_NOTCH3","ENSMUSG00000040856","ENSMUSG00000038146"
"517","Dlk1","Notch4","DLK1_NOTCH4","ENSMUSG00000040856","ENSMUSG00000015468"
"518","Dlk2","Notch1","DLK2_NOTCH1","ENSMUSG00000047428","ENSMUSG00000026923"
"519","Dll1","Notch1","DLL1_NOTCH1","ENSMUSG00000014773","ENSMUSG00000026923"
"520","Dll1","Notch3","DLL1_NOTCH3","ENSMUSG00000014773","ENSMUSG00000038146"
"521","Dll1","Notch4","DLL1_NOTCH4","ENSMUSG00000014773","ENSMUSG00000015468"
"522","Dll3","Notch1","DLL3_NOTCH1","ENSMUSG00000003436","ENSMUSG00000026923"
"523","Dll3","Notch3","DLL3_NOTCH3","ENSMUSG00000003436","ENSMUSG00000038146"
"524","Dll3","Notch4","DLL3_NOTCH4","ENSMUSG00000003436","ENSMUSG00000015468"
"525","Dll4","Notch1","DLL4_NOTCH1","ENSMUSG00000027314","ENSMUSG00000026923"
"526","Dll4","Notch3","DLL4_NOTCH3","ENSMUSG00000027314","ENSMUSG00000038146"
"527","Dll4","Notch4","DLL4_NOTCH4","ENSMUSG00000027314","ENSMUSG00000015468"
"528","Dscam","Dcc","DSCAM_DCC","ENSMUSG00000050272","ENSMUSG00000060534"
"529","Ebi3","Il27ra","EBI3_IL27RA","ENSMUSG00000003206","ENSMUSG00000005465"
"530","Ebi3","Il6st","EBI3_IL6ST","ENSMUSG00000003206","ENSMUSG00000021756"
"531","Ecm1","Cachd1","ECM1_CACHD1","ENSMUSG00000028108","ENSMUSG00000028532"
"532","Eda","Eda2r","EDA_EDA2R","ENSMUSG00000059327","ENSMUSG00000034457"
"533","Eda","Edar","EDA_EDAR","ENSMUSG00000059327","ENSMUSG00000003227"
"534","Edil3","Itgav","EDIL3_ITGAV","ENSMUSG00000034488","ENSMUSG00000027087"
"535","Edil3","Itgb5","EDIL3_ITGB5","ENSMUSG00000034488","ENSMUSG00000022817"
"536","Edn1","Ednra","EDN1_EDNRA","ENSMUSG00000021367","ENSMUSG00000031616"
"537","Edn1","Ednrb","EDN1_EDNRB","ENSMUSG00000021367","ENSMUSG00000022122"
"538","Edn1","Kel","EDN1_KEL","ENSMUSG00000021367","ENSMUSG00000029866"
"539","Edn2","Ednra","EDN2_EDNRA","ENSMUSG00000028635","ENSMUSG00000031616"
"540","Edn2","Ednrb","EDN2_EDNRB","ENSMUSG00000028635","ENSMUSG00000022122"
"541","Edn2","Kel","EDN2_KEL","ENSMUSG00000028635","ENSMUSG00000029866"
"542","Edn3","Ednra","EDN3_EDNRA","ENSMUSG00000027524","ENSMUSG00000031616"
"543","Edn3","Ednrb","EDN3_EDNRB","ENSMUSG00000027524","ENSMUSG00000022122"
"544","Edn3","Kel","EDN3_KEL","ENSMUSG00000027524","ENSMUSG00000029866"
"545","Efemp1","Egfr","EFEMP1_EGFR","ENSMUSG00000020467","ENSMUSG00000020122"
"546","Efemp2","Aqp1","EFEMP2_AQP1","ENSMUSG00000024909","ENSMUSG00000004655"
"547","Efemp2","Catsper1","EFEMP2_CATSPER1","ENSMUSG00000024909","ENSMUSG00000038498"
"548","Efemp2","Lingo1","EFEMP2_LINGO1","ENSMUSG00000024909","ENSMUSG00000049556"
"549","Efemp2","Plscr4","EFEMP2_PLSCR4","ENSMUSG00000024909","ENSMUSG00000032377"
"550","Efna1","Epha1","EFNA1_EPHA1","ENSMUSG00000027954","ENSMUSG00000029859"
"551","Efna1","Epha2","EFNA1_EPHA2","ENSMUSG00000027954","ENSMUSG00000006445"
"552","Efna1","Epha3","EFNA1_EPHA3","ENSMUSG00000027954","ENSMUSG00000052504"
"553","Efna1","Epha4","EFNA1_EPHA4","ENSMUSG00000027954","ENSMUSG00000026235"
"554","Efna1","Epha5","EFNA1_EPHA5","ENSMUSG00000027954","ENSMUSG00000029245"
"555","Efna1","Epha6","EFNA1_EPHA6","ENSMUSG00000027954","ENSMUSG00000055540"
"556","Efna1","Epha7","EFNA1_EPHA7","ENSMUSG00000027954","ENSMUSG00000028289"
"557","Efna1","Epha8","EFNA1_EPHA8","ENSMUSG00000027954","ENSMUSG00000028661"
"558","Efna1","Ephb1","EFNA1_EPHB1","ENSMUSG00000027954","ENSMUSG00000032537"
