"","ligand","receptor","pair","ligand_gene_id","receptor_gene_id"
"838","Gcg","Glp1r","GCG_GLP1R","ENSMUSG00000000394","ENSMUSG00000024027"
"839","Gcg","Glp2r","GCG_GLP2R","ENSMUSG00000000394","ENSMUSG00000049928"
"840","Gdf10","Acvr1b","GDF10_ACVR1B","ENSMUSG00000021943","ENSMUSG00000000532"
"841","Gdf11","Acvr1b","GDF11_ACVR1B","ENSMUSG00000025352","ENSMUSG00000000532"
"842","Gdf11","Acvr2a","GDF11_ACVR2A","ENSMUSG00000025352","ENSMUSG00000052155"
"843","Gdf11","Acvr2b","GDF11_ACVR2B","ENSMUSG00000025352","ENSMUSG00000061393"
"844","Gdf2","Acvr1","GDF2_ACVR1","ENSMUSG00000072625","ENSMUSG00000026836"
"845","Gdf2","Acvr2a","GDF2_ACVR2A","ENSMUSG00000072625","ENSMUSG00000052155"
"846","Gdf2","Acvr2b","GDF2_ACVR2B","ENSMUSG00000072625","ENSMUSG00000061393"
"847","Gdf2","Acvrl1","GDF2_ACVRL1","ENSMUSG00000072625","ENSMUSG00000000530"
"848","Gdf2","Bmpr2","GDF2_BMPR2","ENSMUSG00000072625","ENSMUSG00000067336"
"849","Gdf2","Eng","GDF2_ENG","ENSMUSG00000072625","ENSMUSG00000026814"
"850","Gdf5","Acvr1","GDF5_ACVR1","ENSMUSG00000038259","ENSMUSG00000026836"
"851","Gdf5","Acvr2a","GDF5_ACVR2A","ENSMUSG00000038259","ENSMUSG00000052155"
"852","Gdf5","Acvr2b","GDF5_ACVR2B","ENSMUSG00000038259","ENSMUSG00000061393"
"853","Gdf5","Bmpr1a","GDF5_BMPR1A","ENSMUSG00000038259","ENSMUSG00000021796"
"854","Gdf5","Bmpr1b","GDF5_BMPR1B","ENSMUSG00000038259","ENSMUSG00000052430"
"855","Gdf5","Bmpr2","GDF5_BMPR2","ENSMUSG00000038259","ENSMUSG00000067336"
"856","Gdf5","Ror2","GDF5_ROR2","ENSMUSG00000038259","ENSMUSG00000021464"
"857","Gdf6","Bmpr1a","GDF6_BMPR1A","ENSMUSG00000051279","ENSMUSG00000021796"
"858","Gdf6","Bmpr1b","GDF6_BMPR1B","ENSMUSG00000051279","ENSMUSG00000052430"
"859","Gdf6","Bmpr2","GDF6_BMPR2","ENSMUSG00000051279","ENSMUSG00000067336"
"860","Gdf7","Acvr2a","GDF7_ACVR2A","ENSMUSG00000037660","ENSMUSG00000052155"
"861","Gdf7","Bmpr1a","GDF7_BMPR1A","ENSMUSG00000037660","ENSMUSG00000021796"
"862","Gdf7","Bmpr2","GDF7_BMPR2","ENSMUSG00000037660","ENSMUSG00000067336"
"863","Gdf9","Acvr2a","GDF9_ACVR2A","ENSMUSG00000018238","ENSMUSG00000052155"
"864","Gdf9","Bmpr1a","GDF9_BMPR1A","ENSMUSG00000018238","ENSMUSG00000021796"
"865","Gdf9","Bmpr1b","GDF9_BMPR1B","ENSMUSG00000018238","ENSMUSG00000052430"
"866","Gdf9","Bmpr2","GDF9_BMPR2","ENSMUSG00000018238","ENSMUSG00000067336"
"867","Gdf9","Fxyd6","GDF9_FXYD6","ENSMUSG00000018238","ENSMUSG00000066705"
"868","Gdf9","Orai2","GDF9_ORAI2","ENSMUSG00000018238","ENSMUSG00000039747"
"869","Gdf9","Tgfbr1","GDF9_TGFBR1","ENSMUSG00000018238","ENSMUSG00000007613"
"870","Gdnf","Ednrb","GDNF_EDNRB","ENSMUSG00000022144","ENSMUSG00000022122"
"871","Gdnf","Gfra1","GDNF_GFRA1","ENSMUSG00000022144","ENSMUSG00000025089"
"872","Gdnf","Gfra2","GDNF_GFRA2","ENSMUSG00000022144","ENSMUSG00000022103"
"873","Gdnf","Ret","GDNF_RET","ENSMUSG00000022144","ENSMUSG00000030110"
"874","Gdnf","Slc44a5","GDNF_SLC44A5","ENSMUSG00000022144","ENSMUSG00000028360"
"875","Ghrh","Ghrhr","GHRH_GHRHR","ENSMUSG00000027643","ENSMUSG00000004654"
"876","Ghrh","Vipr1","GHRH_VIPR1","ENSMUSG00000027643","ENSMUSG00000032528"
"877","Ghrl","Ghrhr","GHRL_GHRHR","ENSMUSG00000064177","ENSMUSG00000004654"
"878","Ghrl","Ghsr","GHRL_GHSR","ENSMUSG00000064177","ENSMUSG00000051136"
"879","Ghrl","Gpr39","GHRL_GPR39","ENSMUSG00000064177","ENSMUSG00000026343"
"880","Gip","Dpp4","GIP_DPP4","ENSMUSG00000014351","ENSMUSG00000035000"
"881","Gip","Gipr","GIP_GIPR","ENSMUSG00000014351","ENSMUSG00000030406"
"882","Gip","Insr","GIP_INSR","ENSMUSG00000014351","ENSMUSG00000005534"
"883","Gnai2","Adcy1","GNAI2_ADCY1","ENSMUSG00000032562","ENSMUSG00000020431"
"884","Gnai2","Adcy7","GNAI2_ADCY7","ENSMUSG00000032562","ENSMUSG00000031659"
"885","Gnai2","Adcy8","GNAI2_ADCY8","ENSMUSG00000032562","ENSMUSG00000022376"
"886","Gnai2","Adcy9","GNAI2_ADCY9","ENSMUSG00000032562","ENSMUSG00000005580"
"887","Gnai2","Adora1","GNAI2_ADORA1","ENSMUSG00000032562","ENSMUSG00000042429"
"888","Gnai2","Adra2a","GNAI2_ADRA2A","ENSMUSG00000032562","ENSMUSG00000033717"
"889","Gnai2","Adra2b","GNAI2_ADRA2B","ENSMUSG00000032562","ENSMUSG00000058620"
"890","Gnai2","Agtr2","GNAI2_AGTR2","ENSMUSG00000032562","ENSMUSG00000068122"
"891","Gnai2","C5ar1","GNAI2_C5AR1","ENSMUSG00000032562","ENSMUSG00000049130"
"892","Gnai2","Cav1","GNAI2_CAV1","ENSMUSG00000032562","ENSMUSG00000007655"
"893","Gnai2","Chrm1","GNAI2_CHRM1","ENSMUSG00000032562","ENSMUSG00000032773"
"894","Gnai2","Cnr1","GNAI2_CNR1","ENSMUSG00000032562","ENSMUSG00000044288"
"895","Gnai2","Cxcr3","GNAI2_CXCR3","ENSMUSG00000032562","ENSMUSG00000050232"
"896","Gnai2","Drd2","GNAI2_DRD2","ENSMUSG00000032562","ENSMUSG00000032259"
"897","Gnai2","Ednra","GNAI2_EDNRA","ENSMUSG00000032562","ENSMUSG00000031616"
"898","Gnai2","Ednrb","GNAI2_EDNRB","ENSMUSG00000032562","ENSMUSG00000022122"
"899","Gnai2","Egfr","GNAI2_EGFR","ENSMUSG00000032562","ENSMUSG00000020122"
"900","Gnai2","F2r","GNAI2_F2R","ENSMUSG00000032562","ENSMUSG00000048376"
"901","Gnai2","Fpr1","GNAI2_FPR1","ENSMUSG00000032562","ENSMUSG00000045551"
"902","Gnai2","Igf1r","GNAI2_IGF1R","ENSMUSG00000032562","ENSMUSG00000005533"
"903","Gnai2","Lhcgr","GNAI2_LHCGR","ENSMUSG00000032562","ENSMUSG00000024107"
"904","Gnai2","Lpar3","GNAI2_LPAR3","ENSMUSG00000032562","ENSMUSG00000036832"
"905","Gnai2","Mtnr1a","GNAI2_MTNR1A","ENSMUSG00000032562","ENSMUSG00000054764"
"906","Gnai2","Oprd1","GNAI2_OPRD1","ENSMUSG00000032562","ENSMUSG00000050511"
"907","Gnai2","Oprm1","GNAI2_OPRM1","ENSMUSG00000032562","ENSMUSG00000000766"
"908","Gnai2","P2ry12","GNAI2_P2RY12","ENSMUSG00000032562","ENSMUSG00000036353"
"909","Gnai2","Ptpru","GNAI2_PTPRU","ENSMUSG00000032562","ENSMUSG00000028909"
"910","Gnai2","S1pr1","GNAI2_S1PR1","ENSMUSG00000032562","ENSMUSG00000045092"
"911","Gnai2","S1pr3","GNAI2_S1PR3","ENSMUSG00000032562","ENSMUSG00000067586"
"912","Gnai2","S1pr4","GNAI2_S1PR4","ENSMUSG00000032562","ENSMUSG00000044199"
"913","Gnai2","S1pr5","GNAI2_S1PR5","ENSMUSG00000032562","ENSMUSG00000045087"
"914","Gnai2","Tbxa2r","GNAI2_TBXA2R","ENSMUSG00000032562","ENSMUSG00000034881"
"915","Gnai2","Tshr","GNAI2_TSHR","ENSMUSG00000032562","ENSMUSG00000020963"
"916","Gnai2","Unc5b","GNAI2_UNC5B","ENSMUSG00000032562","ENSMUSG00000020099"
"917","Gnas","Adcy1","GNAS_ADCY1","ENSMUSG00000027523","ENSMUSG00000020431"
"918","Gnas","Adcy7","GNAS_ADCY7","ENSMUSG00000027523","ENSMUSG00000031659"
"919","Gnas","Adcy8","GNAS_ADCY8","ENSMUSG00000027523","ENSMUSG00000022376"
"920","Gnas","Adcy9","GNAS_ADCY9","ENSMUSG00000027523","ENSMUSG00000005580"
"921","Gnas","Adora1","GNAS_ADORA1","ENSMUSG00000027523","ENSMUSG00000042429"
"922","Gnas","Adrb3","GNAS_ADRB3","ENSMUSG00000027523","ENSMUSG00000031489"
"923","Gnas","Avpr2","GNAS_AVPR2","ENSMUSG00000027523","ENSMUSG00000031390"
"924","Gnas","Crhr1","GNAS_CRHR1","ENSMUSG00000027523","ENSMUSG00000018634"
"925","Gnas","Gcgr","GNAS_GCGR","ENSMUSG00000027523","ENSMUSG00000025127"
"926","Gnas","Glp1r","GNAS_GLP1R","ENSMUSG00000027523","ENSMUSG00000024027"
"927","Gnas","Htr6","GNAS_HTR6","ENSMUSG00000027523","ENSMUSG00000028747"
"928","Gnas","Lhcgr","GNAS_LHCGR","ENSMUSG00000027523","ENSMUSG00000024107"
"929","Gnas","Ptgdr","GNAS_PTGDR","ENSMUSG00000027523","ENSMUSG00000071489"
"930","Gnas","Ptgir","GNAS_PTGIR","ENSMUSG00000027523","ENSMUSG00000043017"
"931","Gnas","Tshr","GNAS_TSHR","ENSMUSG00000027523","ENSMUSG00000020963"
"932","Gnas","Vipr1","GNAS_VIPR1","ENSMUSG00000027523","ENSMUSG00000032528"
"933","Gnb3","Gabbr2","GNB3_GABBR2","ENSMUSG00000023439","ENSMUSG00000039809"
"934","Gnb3","Tgfbr1","GNB3_TGFBR1","ENSMUSG00000023439","ENSMUSG00000007613"
"935","Gnrh1","Gnrhr","GNRH1_GNRHR","ENSMUSG00000015812","ENSMUSG00000029255"
"936","Gpc3","Cd81","GPC3_CD81","ENSMUSG00000055653","ENSMUSG00000037706"
"937","Gpc3","Igf1r","GPC3_IGF1R","ENSMUSG00000055653","ENSMUSG00000005533"
"938","Gpha2","Tshr","GPHA2_TSHR","ENSMUSG00000024784","ENSMUSG00000020963"
"939","Gpi1","Amfr","GPI_AMFR","ENSMUSG00000036427","ENSMUSG00000031751"
"940","Grem1","Kdr","GREM1_KDR","ENSMUSG00000074934","ENSMUSG00000062960"
"941","Grp","Brs3","GRP_BRS3","ENSMUSG00000024517","ENSMUSG00000031130"
"942","Grp","Grpr","GRP_GRPR","ENSMUSG00000024517","ENSMUSG00000031364"
"943","Grp","Nmbr","GRP_NMBR","ENSMUSG00000024517","ENSMUSG00000019865"
"944","Guca2a","Gucy2c","GUCA2A_GUCY2C","ENSMUSG00000023247","ENSMUSG00000042638"
"945","Guca2b","Gucy2c","GUCA2B_GUCY2C","ENSMUSG00000032978","ENSMUSG00000042638"
"946","Guca2b","Gucy2e","GUCA2B_GUCY2D","ENSMUSG00000032978","ENSMUSG00000020890"
"947","Has2","Cd44","HAS2_CD44","ENSMUSG00000022367","ENSMUSG00000005087"
"948","Has2","Hmmr","HAS2_HMMR","ENSMUSG00000022367","ENSMUSG00000020330"
"949","Hbegf","Cd44","HBEGF_CD44","ENSMUSG00000024486","ENSMUSG00000005087"
"950","Hbegf","Cd82","HBEGF_CD82","ENSMUSG00000024486","ENSMUSG00000027215"
"951","Hbegf","Cd9","HBEGF_CD9","ENSMUSG00000024486","ENSMUSG00000030342"
"952","Hbegf","Egfr","HBEGF_EGFR","ENSMUSG00000024486","ENSMUSG00000020122"
"953","Hbegf","Erbb2","HBEGF_ERBB2","ENSMUSG00000024486","ENSMUSG00000062312"
"954","Hbegf","Erbb4","HBEGF_ERBB4","ENSMUSG00000024486","ENSMUSG00000062209"
"955","Hcrt","Hcrtr1","HCRT_HCRTR1","ENSMUSG00000045471","ENSMUSG00000028778"
"956","Hcrt","Hcrtr2","HCRT_HCRTR2","ENSMUSG00000045471","ENSMUSG00000032360"
"957","Hcrt","Npffr2","HCRT_NPFFR2","ENSMUSG00000045471","ENSMUSG00000035528"
"958","Hgf","Cd44","HGF_CD44","ENSMUSG00000028864","ENSMUSG00000005087"
"959","Hgf","Met","HGF_MET","ENSMUSG00000028864","ENSMUSG00000009376"
"960","Hgf","Sdc1","HGF_SDC1","ENSMUSG00000028864","ENSMUSG00000020592"
"961","Hgf","Sdc2","HGF_SDC2","ENSMUSG00000028864","ENSMUSG00000022261"
"962","Hgf","St14","HGF_ST14","ENSMUSG00000028864","ENSMUSG00000031995"
"963","Hhipl2","Cachd1","HHIPL2_CACHD1","ENSMUSG00000053461","ENSMUSG00000028532"
"964","Hmgb1","Sdc1","HMGB1_SDC1","ENSMUSG00000066551","ENSMUSG00000020592"
"965","Hmgb1","Thbd","HMGB1_THBD","ENSMUSG00000066551","ENSMUSG00000074743"
"966","Hp","Asgr1","HP_ASGR1","ENSMUSG00000031722","ENSMUSG00000020884"
"967","Hp","Asgr2","HP_ASGR2","ENSMUSG00000031722","ENSMUSG00000040963"
"968","Hp","Itgam","HP_ITGAM","ENSMUSG00000031722","ENSMUSG00000030786"
"969","Hp","Itgb2","HP_ITGB2","ENSMUSG00000031722","ENSMUSG00000000290"
"970","Hras","Cav1","HRAS_CAV1","ENSMUSG00000025499","ENSMUSG00000007655"
"971","Hras","Grin2d","HRAS_GRIN2D","ENSMUSG00000025499","ENSMUSG00000002771"
"972","Hras","Insr","HRAS_INSR","ENSMUSG00000025499","ENSMUSG00000005534"
"973","Hras","Sdc2","HRAS_SDC2","ENSMUSG00000025499","ENSMUSG00000022261"
"974","Hras","Tlr2","HRAS_TLR2","ENSMUSG00000025499","ENSMUSG00000027995"
"975","Hras","Tlr9","HRAS_TLR9","ENSMUSG00000025499","ENSMUSG00000045322"
"976","Hrg","Fcgr1","HRG_FCGR1A","ENSMUSG00000022877","ENSMUSG00000015947"
"977","Hsp90aa1","Cftr","HSP90AA1_CFTR","ENSMUSG00000021270","ENSMUSG00000041301"
"978","Hsp90aa1","Egfr","HSP90AA1_EGFR","ENSMUSG00000021270","ENSMUSG00000020122"
"979","Hsp90aa1","Fgfr3","HSP90AA1_FGFR3","ENSMUSG00000021270","ENSMUSG00000054252"
"980","Hspg2","Chrm3","HSPG2_CHRM3","ENSMUSG00000028763","ENSMUSG00000046159"
"981","Hspg2","Col13a1","HSPG2_COL13A1","ENSMUSG00000028763","ENSMUSG00000058806"
"982","Hspg2","Itga2","HSPG2_ITGA2","ENSMUSG00000028763","ENSMUSG00000015533"
"983","Hspg2","Itgb1","HSPG2_ITGB1","ENSMUSG00000028763","ENSMUSG00000025809"
"984","Hspg2","Ptprs","HSPG2_PTPRS","ENSMUSG00000028763","ENSMUSG00000013236"
"985","Hspg2","Sdc1","HSPG2_SDC1","ENSMUSG00000028763","ENSMUSG00000020592"
"986","Iapp","Calcr","IAPP_CALCR","ENSMUSG00000041681","ENSMUSG00000023964"
"987","Iapp","Ramp1","IAPP_RAMP1","ENSMUSG00000041681","ENSMUSG00000034353"
"988","Iapp","Ramp2","IAPP_RAMP2","ENSMUSG00000041681","ENSMUSG00000001240"
"989","Iapp","Ramp3","IAPP_RAMP3","ENSMUSG00000041681","ENSMUSG00000041046"
"990","Ibsp","Itgav","IBSP_ITGAV","ENSMUSG00000029306","ENSMUSG00000027087"
"991","Icam1","Cav1","ICAM1_CAV1","ENSMUSG00000037405","ENSMUSG00000007655"
"992","Icam1","Egfr","ICAM1_EGFR","ENSMUSG00000037405","ENSMUSG00000020122"
"993","Icam1","Il2ra","ICAM1_IL2RA","ENSMUSG00000037405","ENSMUSG00000026770"
"994","Icam1","Itgal","ICAM1_ITGAL","ENSMUSG00000037405","ENSMUSG00000030830"
"995","Icam1","Itgam","ICAM1_ITGAM","ENSMUSG00000037405","ENSMUSG00000030786"
"996","Icam1","Itgb2","ICAM1_ITGB2","ENSMUSG00000037405","ENSMUSG00000000290"
"997","Icam2","Itgal","ICAM2_ITGAL","ENSMUSG00000001029","ENSMUSG00000030830"
"998","Icam2","Itgam","ICAM2_ITGAM","ENSMUSG00000001029","ENSMUSG00000030786"
"999","Icam2","Itgb2","ICAM2_ITGB2","ENSMUSG00000001029","ENSMUSG00000000290"
"1000","Icam4","Itga2b","ICAM4_ITGA2B","ENSMUSG00000001014","ENSMUSG00000034664"
"1001","Icam4","Itga4","ICAM4_ITGA4","ENSMUSG00000001014","ENSMUSG00000027009"
"1002","Icam4","Itgal","ICAM4_ITGAL","ENSMUSG00000001014","ENSMUSG00000030830"
"1003","Icam4","Itgam","ICAM4_ITGAM","ENSMUSG00000001014","ENSMUSG00000030786"
"1004","Icam4","Itgav","ICAM4_ITGAV","ENSMUSG00000001014","ENSMUSG00000027087"
"1005","Icam4","Itgb1","ICAM4_ITGB1","ENSMUSG00000001014","ENSMUSG00000025809"
"1006","Icam4","Itgb2","ICAM4_ITGB2","ENSMUSG00000001014","ENSMUSG00000000290"
"1007","Icam4","Itgb3","ICAM4_ITGB3","ENSMUSG00000001014","ENSMUSG00000020689"
"1008","Icam4","Rhag","ICAM4_RHAG","ENSMUSG00000001014","ENSMUSG00000023926"
"1009","Icam5","Itgal","ICAM5_ITGAL","ENSMUSG00000032174","ENSMUSG00000030830"
"1010","Icam5","Itgb2","ICAM5_ITGB2","ENSMUSG00000032174","ENSMUSG00000000290"
"1011","Ifnb1","Ifnar1","IFNB1_IFNAR1","ENSMUSG00000048806","ENSMUSG00000022967"
"1012","Ifnb1","Ifnar2","IFNB1_IFNAR2","ENSMUSG00000048806","ENSMUSG00000022971"
"1013","Ifng","Ifngr1","IFNG_IFNGR1","ENSMUSG00000055170","ENSMUSG00000020009"
"1014","Ifng","Ifngr2","IFNG_IFNGR2","ENSMUSG00000055170","ENSMUSG00000022965"
"1015","Igf1","Igf1r","IGF1_IGF1R","ENSMUSG00000020053","ENSMUSG00000005533"
"1016","Igf1","Insr","IGF1_INSR","ENSMUSG00000020053","ENSMUSG00000005534"
"1017","Igf2","Igf1r","IGF2_IGF1R","ENSMUSG00000048583","ENSMUSG00000005533"
"1018","Igf2","Igf2r","IGF2_IGF2R","ENSMUSG00000048583","ENSMUSG00000023830"
"1019","Igf2","Insr","IGF2_INSR","ENSMUSG00000048583","ENSMUSG00000005534"
"1020","Igfbp4","Fzd8","IGFBP4_FZD8","ENSMUSG00000017493","ENSMUSG00000036904"
"1021","Igfbp4","Lrp6","IGFBP4_LRP6","ENSMUSG00000017493","ENSMUSG00000030201"
"1022","Ihh","Boc","IHH_BOC","ENSMUSG00000006538","ENSMUSG00000022687"
"1023","Ihh","Cdon","IHH_CDON","ENSMUSG00000006538","ENSMUSG00000038119"
"1024","Ihh","Hhip","IHH_HHIP","ENSMUSG00000006538","ENSMUSG00000064325"
"1025","Ihh","Ptch1","IHH_PTCH1","ENSMUSG00000006538","ENSMUSG00000021466"
"1026","Ihh","Ptch2","IHH_PTCH2","ENSMUSG00000006538","ENSMUSG00000028681"
"1027","Il10","Il10ra","IL10_IL10RA","ENSMUSG00000016529","ENSMUSG00000032089"
"1028","Il11","Il6st","IL11_IL6ST","ENSMUSG00000004371","ENSMUSG00000021756"
"1029","Il12a","Cd28","IL12A_CD28","ENSMUSG00000027776","ENSMUSG00000026012"
"1030","Il12a","Il12rb1","IL12A_IL12RB1","ENSMUSG00000027776","ENSMUSG00000000791"
"1031","Il12a","Il12rb2","IL12A_IL12RB2","ENSMUSG00000027776","ENSMUSG00000018341"
"1032","Il12b","Il12rb1","IL12B_IL12RB1","ENSMUSG00000004296","ENSMUSG00000000791"
"1033","Il12b","Il12rb2","IL12B_IL12RB2","ENSMUSG00000004296","ENSMUSG00000018341"
"1034","Il12b","Il23r","IL12B_IL23R","ENSMUSG00000004296","ENSMUSG00000049093"
"1035","Il13","Il13ra1","IL13_IL13RA1","ENSMUSG00000020383","ENSMUSG00000017057"
"1036","Il13","Il13ra2","IL13_IL13RA2","ENSMUSG00000020383","ENSMUSG00000031289"
"1037","Il13","Il4ra","IL13_IL4R","ENSMUSG00000020383","ENSMUSG00000030748"
"1038","Il15","Il15ra","IL15_IL15RA","ENSMUSG00000031712","ENSMUSG00000023206"
"1039","Il15","Il2ra","IL15_IL2RA","ENSMUSG00000031712","ENSMUSG00000026770"
"1040","Il15","Il2rb","IL15_IL2RB","ENSMUSG00000031712","ENSMUSG00000068227"
"1041","Il16","Cd4","IL16_CD4","ENSMUSG00000001741","ENSMUSG00000023274"
"1042","Il16","Grin2c","IL16_GRIN2C","ENSMUSG00000001741","ENSMUSG00000020734"
"1043","Il16","Grin2d","IL16_GRIN2D","ENSMUSG00000001741","ENSMUSG00000002771"
"1044","Il16","Kcna3","IL16_KCNA3","ENSMUSG00000001741","ENSMUSG00000047959"
"1045","Il16","Kcnd1","IL16_KCND1","ENSMUSG00000001741","ENSMUSG00000009731"
"1046","Il16","Kcnd2","IL16_KCND2","ENSMUSG00000001741","ENSMUSG00000060882"
"1047","Il16","Kcnj10","IL16_KCNJ10","ENSMUSG00000001741","ENSMUSG00000044708"
"1048","Il16","Kcnj15","IL16_KCNJ15","ENSMUSG00000001741","ENSMUSG00000062609"
"1049","Il16","Kcnj4","IL16_KCNJ4","ENSMUSG00000001741","ENSMUSG00000044216"
"1050","Il17a","Il17ra","IL17A_IL17RA","ENSMUSG00000025929","ENSMUSG00000002897"
"1051","Il17a","Il17rc","IL17A_IL17RC","ENSMUSG00000025929","ENSMUSG00000030281"
"1052","Il17b","Il17rb","IL17B_IL17RB","ENSMUSG00000024578","ENSMUSG00000015966"
"1053","Il17f","Il17ra","IL17F_IL17RA","ENSMUSG00000041872","ENSMUSG00000002897"
"1054","Il18","Cd48","IL18_CD48","ENSMUSG00000039217","ENSMUSG00000015355"
"1055","Il18","Il18r1","IL18_IL18R1","ENSMUSG00000039217","ENSMUSG00000026070"
"1056","Il18","Il18rap","IL18_IL18RAP","ENSMUSG00000039217","ENSMUSG00000026068"
"1057","Il18","Il1rapl1","IL18_IL1RAPL1","ENSMUSG00000039217","ENSMUSG00000052372"
"1058","Il18","Il1rl2","IL18_IL1RL2","ENSMUSG00000039217","ENSMUSG00000070942"
"1059","Il19","Il20ra","IL19_IL20RA","ENSMUSG00000016524","ENSMUSG00000020007"
"1060","Il19","Il20rb","IL19_IL20RB","ENSMUSG00000016524","ENSMUSG00000044244"
"1061","Il1a","Il1r1","IL1A_IL1R1","ENSMUSG00000027399","ENSMUSG00000026072"
"1062","Il1a","Il1r2","IL1A_IL1R2","ENSMUSG00000027399","ENSMUSG00000026073"
"1063","Il1a","Il1rap","IL1A_IL1RAP","ENSMUSG00000027399","ENSMUSG00000022514"
"1064","Il1b","Adrb2","IL1B_ADRB2","ENSMUSG00000027398","ENSMUSG00000045730"
"1065","Il1b","Il1r1","IL1B_IL1R1","ENSMUSG00000027398","ENSMUSG00000026072"
"1066","Il1b","Il1r2","IL1B_IL1R2","ENSMUSG00000027398","ENSMUSG00000026073"
"1067","Il1b","Il1rap","IL1B_IL1RAP","ENSMUSG00000027398","ENSMUSG00000022514"
"1068","Il1f10","Il1r1","IL1F10_IL1R1","ENSMUSG00000046845","ENSMUSG00000026072"
"1069","Il1rn","Il1r1","IL1RN_IL1R1","ENSMUSG00000026981","ENSMUSG00000026072"
"1070","Il1rn","Il1r2","IL1RN_IL1R2","ENSMUSG00000026981","ENSMUSG00000026073"
"1071","Il1rn","Il1rl2","IL1RN_IL1RL2","ENSMUSG00000026981","ENSMUSG00000070942"
"1072","Il2","Cd53","IL2_CD53","ENSMUSG00000027720","ENSMUSG00000040747"
"1073","Il2","Il2ra","IL2_IL2RA","ENSMUSG00000027720","ENSMUSG00000026770"
"1074","Il2","Il2rb","IL2_IL2RB","ENSMUSG00000027720","ENSMUSG00000068227"
"1075","Il2","Ngfr","IL2_NGFR","ENSMUSG00000027720","ENSMUSG00000000120"
"1076","Il20","Il20ra","IL20_IL20RA","ENSMUSG00000026416","ENSMUSG00000020007"
"1077","Il20","Il20rb","IL20_IL20RB","ENSMUSG00000026416","ENSMUSG00000044244"
"1078","Il20","Il22ra1","IL20_IL22RA1","ENSMUSG00000026416","ENSMUSG00000037157"
"1079","Il21","Il21r","IL21_IL21R","ENSMUSG00000027718","ENSMUSG00000030745"
"1080","Il23a","Il12rb1","IL23A_IL12RB1","ENSMUSG00000025383","ENSMUSG00000000791"
"1081","Il23a","Il23r","IL23A_IL23R","ENSMUSG00000025383","ENSMUSG00000049093"
"1082","Il24","Il20ra","IL24_IL20RA","ENSMUSG00000026420","ENSMUSG00000020007"
"1083","Il24","Il20rb","IL24_IL20RB","ENSMUSG00000026420","ENSMUSG00000044244"
"1084","Il24","Il22ra1","IL24_IL22RA1","ENSMUSG00000026420","ENSMUSG00000037157"
"1085","Il25","Il17rb","IL25_IL17RB","ENSMUSG00000040770","ENSMUSG00000015966"
"1086","Il27","Il27ra","IL27_IL27RA","ENSMUSG00000044701","ENSMUSG00000005465"
"1087","Il31","Il31ra","IL31_IL31RA","ENSMUSG00000029437","ENSMUSG00000050377"
"1088","Il31","Osmr","IL31_OSMR","ENSMUSG00000029437","ENSMUSG00000022146"
"1089","Il34","Csf1r","IL34_CSF1R","ENSMUSG00000031750","ENSMUSG00000024621"
"1090","Il4","Cd53","IL4_CD53","ENSMUSG00000000869","ENSMUSG00000040747"
"1091","Il4","Il13ra1","IL4_IL13RA1","ENSMUSG00000000869","ENSMUSG00000017057"
"1092","Il4","Il13ra2","IL4_IL13RA2","ENSMUSG00000000869","ENSMUSG00000031289"
"1093","Il4","Il4ra","IL4_IL4R","ENSMUSG00000000869","ENSMUSG00000030748"
"1094","Il5","Il5ra","IL5_IL5RA","ENSMUSG00000036117","ENSMUSG00000005364"
"1095","Il6","F3","IL6_F3","ENSMUSG00000025746","ENSMUSG00000028128"
"1096","Il6","Il6ra","IL6_IL6R","ENSMUSG00000025746","ENSMUSG00000027947"
"1097","Il6","Il6st","IL6_IL6ST","ENSMUSG00000025746","ENSMUSG00000021756"
"1098","Il7","Il7r","IL7_IL7R","ENSMUSG00000040329","ENSMUSG00000003882"
"1099","Il9","Il9r","IL9_IL9R","ENSMUSG00000021538","ENSMUSG00000020279"
"1100","Inha","Acvr1","INHA_ACVR1","ENSMUSG00000032968","ENSMUSG00000026836"
"1101","Inha","Acvr1b","INHA_ACVR1B","ENSMUSG00000032968","ENSMUSG00000000532"
"1102","Inha","Acvr2a","INHA_ACVR2A","ENSMUSG00000032968","ENSMUSG00000052155"
"1103","Inha","Acvr2b","INHA_ACVR2B","ENSMUSG00000032968","ENSMUSG00000061393"
"1104","Inha","Tgfbr3","INHA_TGFBR3","ENSMUSG00000032968","ENSMUSG00000029287"
"1105","Inhba","Acvr1","INHBA_ACVR1","ENSMUSG00000041324","ENSMUSG00000026836"
"1106","Inhba","Acvr1b","INHBA_ACVR1B","ENSMUSG00000041324","ENSMUSG00000000532"
"1107","Inhba","Acvr2a","INHBA_ACVR2A","ENSMUSG00000041324","ENSMUSG00000052155"
"1108","Inhba","Acvr2b","INHBA_ACVR2B","ENSMUSG00000041324","ENSMUSG00000061393"
"1109","Inhba","Bambi","INHBA_BAMBI","ENSMUSG00000041324","ENSMUSG00000024232"
"1110","Inhba","Eng","INHBA_ENG","ENSMUSG00000041324","ENSMUSG00000026814"
"1111","Inhba","Tgfbr3","INHBA_TGFBR3","ENSMUSG00000041324","ENSMUSG00000029287"
"1112","Inhbb","Acvr1","INHBB_ACVR1","ENSMUSG00000037035","ENSMUSG00000026836"
"1113","Inhbb","Acvr1b","INHBB_ACVR1B","ENSMUSG00000037035","ENSMUSG00000000532"
