"","ligand","receptor","Ligand.receptor.pair","Source","PMID.support","Ligand.HGNC.ID","Ligand.location","Receptor.HGNC.ID","HGNC.L.R","secondary.source."
"1991","SNCA","LAG3","SNCA LAG3","Hou et al. 2020 (this publication)","27708076,","HGNC:11138","secreted","HGNC:6476","HGNC:11138 HGNC:6476",""
"1992","SOST","LRP4","SOST LRP4","Hou et al. 2020 (this publication)","19936252,","HGNC:13771","secreted","HGNC:6696","HGNC:13771 HGNC:6696",""
"1993","SOST","LRP5","SOST LRP5","Ramilowski_2015_Literature_supported","15778503,","HGNC:13771","secreted","HGNC:6697","HGNC:13771 HGNC:6697",""
"1994","SOST","LRP6","SOST LRP6","Ramilowski_2015_Literature_supported","15778503,","HGNC:13771","secreted","HGNC:6698","HGNC:13771 HGNC:6698",""
"1995","SOSTDC1","LRP4","SOSTDC1 LRP4","Hou et al. 2020 (this publication)","20724449,","HGNC:21748","secreted","HGNC:6696","HGNC:21748 HGNC:6696",""
"1996","SOSTDC1","LRP5","SOSTDC1 LRP5","Hou et al. 2020 (this publication)","20724449,","HGNC:21748","secreted","HGNC:6697","HGNC:21748 HGNC:6697",""
"1997","SOSTDC1","LRP6","SOSTDC1 LRP6","Hou et al. 2020 (this publication)","20724449,","HGNC:21748","secreted","HGNC:6698","HGNC:21748 HGNC:6698",""
"1998","SPINK1","EGFR","SPINK1 EGFR","Ramilowski_2015_Literature_supported","21368222,","HGNC:11244","secreted","HGNC:3236","HGNC:11244 HGNC:3236",""
"1999","SPN","SIGLEC1","SPN SIGLEC1","Efremova et al. 2020 (CellphoneDB)","11238599,","HGNC:11249","plasma membrane","HGNC:11127","HGNC:11249 HGNC:11127",""
"2000","SPON1","APP","SPON1 APP","Hou et al. 2020 (this publication)","14983046,","HGNC:11252","secreted","HGNC:620","HGNC:11252 HGNC:620",""
"2001","SPON1","LRP8","SPON1 LRP8","Hou et al. 2020 (this publication)","21488757,","HGNC:11252","secreted","HGNC:6700","HGNC:11252 HGNC:6700",""
"2002","SPON2","ITGA4","SPON2 ITGA4","Hou et al. 2020 (this publication)","29440144,","HGNC:11253","secreted","HGNC:6140","HGNC:11253 HGNC:6140",""
"2003","SPON2","ITGA5","SPON2 ITGA5","Hou et al. 2020 (this publication)","29440144,","HGNC:11253","secreted","HGNC:6141","HGNC:11253 HGNC:6141",""
"2004","SPON2","ITGAM","SPON2 ITGAM","Hou et al. 2020 (this publication)","30869196,","HGNC:11253","secreted","HGNC:6149","HGNC:11253 HGNC:6149","Ramilowski_2015_Putative"
"2005","SPON2","ITGB1","SPON2 ITGB1","Hou et al. 2020 (this publication)","29440144,","HGNC:11253","secreted","HGNC:6153","HGNC:11253 HGNC:6153",""
"2006","SPON2","ITGB2","SPON2 ITGB2","Hou et al. 2020 (this publication)","30869196,","HGNC:11253","secreted","HGNC:6155","HGNC:11253 HGNC:6155","Ramilowski_2015_Putative"
"2007","SPP1","CD44","SPP1 CD44","Ramilowski_2015_Literature_supported","10657301,10657301, 12377945,","HGNC:11255","secreted","HGNC:1681","HGNC:11255 HGNC:1681","CellphoneDB"
"2008","SPP1","ITGA4","SPP1 ITGA4","Ramilowski_2015_Literature_supported","19417209,","HGNC:11255","secreted","HGNC:6140","HGNC:11255 HGNC:6140",""
"2009","SPP1","ITGA9","SPP1 ITGA9","Ramilowski_2015_Literature_supported","10593924,","HGNC:11255","secreted","HGNC:6145","HGNC:11255 HGNC:6145",""
"2010","SPP1","ITGAV","SPP1 ITGAV","Ramilowski_2015_Literature_supported","10835423,10835423, 7592829,","HGNC:11255","secreted","HGNC:6150","HGNC:11255 HGNC:6150",""
"2011","SPP1","ITGB1","SPP1 ITGB1","Ramilowski_2015_Literature_supported","10593924, 7592829,","HGNC:11255","secreted","HGNC:6153","HGNC:11255 HGNC:6153",""
"2012","SPP1","ITGB3","SPP1 ITGB3","Hou et al. 2020 (this publication)","7592829,","HGNC:11255","secreted","HGNC:6156","HGNC:11255 HGNC:6156",""
"2013","SPP1","ITGB5","SPP1 ITGB5","Hou et al. 2020 (this publication)","7592829,","HGNC:11255","secreted","HGNC:6160","HGNC:11255 HGNC:6160",""
"2014","SPX","GALR2","SPX GALR2","Hou et al. 2020 (this publication)","30305242, 24517231,","HGNC:28139","secreted","HGNC:4133","HGNC:28139 HGNC:4133",""
"2015","SPX","GALR3","SPX GALR3","Hou et al. 2020 (this publication)","30305242, 24517231,","HGNC:28139","secreted","HGNC:4134","HGNC:28139 HGNC:4134",""
"2016","SST","SSTR1","SST SSTR1","Ramilowski_2015_Literature_supported","8769372,9784130, 8769372, 9650799, 10598788, 9600011, 15333679, 7988476, 11520208, 9724791,1346068,","HGNC:11329","secreted","HGNC:11330","HGNC:11329 HGNC:11330",""
"2017","SST","SSTR2","SST SSTR2","Ramilowski_2015_Literature_supported","8702767,9784130, 8769372, 9650799, 10598788, 15333679, 7988476, 11520208, 9724791, 9652348,1346068,","HGNC:11329","secreted","HGNC:11331","HGNC:11329 HGNC:11331",""
"2018","SST","SSTR3","SST SSTR3","Ramilowski_2015_Literature_supported","8769372,9784130, 8769372, 9650799, 10598788, 15333679, 7988476, 11520208, 9724791, 8097479, 9600011,1337145,","HGNC:11329","secreted","HGNC:11332","HGNC:11329 HGNC:11332",""
"2019","SST","SSTR4","SST SSTR4","Ramilowski_2015_Literature_supported","8769372,9784130, 8769372, 9650799, 10598788, 9600011, 15333679, 7988476, 11520208, 9724791,8100352,","HGNC:11329","secreted","HGNC:11333","HGNC:11329 HGNC:11333",""
"2020","SST","SSTR5","SST SSTR5","Ramilowski_2015_Literature_supported","8769372,9784130, 8769372, 9650799, 10598788, 9600011, 15333679, 7988476, 11520208, 9724791, 9652348,7908405,","HGNC:11329","secreted","HGNC:11334","HGNC:11329 HGNC:11334",""
"2021","ST6GAL1","CD22","ST6GAL1 CD22","Cabello-Aguilar et al. 2020 (SingleCellSignalR)","1717156,","HGNC:10860","plasma membrane","HGNC:1643","HGNC:10860 HGNC:1643",""
"2022","TAC1","TACR1","TAC1 TACR1","Ramilowski_2015_Literature_supported","7557266, 12548712,11786503, 8985159, 1311270, 9190866, 8702757, 15265501,12548712,","HGNC:11517","secreted","HGNC:11526","HGNC:11517 HGNC:11526",""
"2023","TAC1","TACR2","TAC1 TACR2","Ramilowski_2015_Literature_supported","12954451, 7961636,11786503, 9190866, 7682062, 11137709,7961636, 10189055,","HGNC:11517","secreted","HGNC:11527","HGNC:11517 HGNC:11527",""
"2024","TAC1","TACR3","TAC1 TACR3","Ramilowski_2015_Literature_supported","9272936,1312036, 9190866, 11226387,9272936,","HGNC:11517","secreted","HGNC:11528","HGNC:11517 HGNC:11528",""
"2025","TAC3","TACR1","TAC3 TACR1","Ramilowski_2015_Literature_supported","8925404,9190866,12727971,","HGNC:11521","secreted","HGNC:11526","HGNC:11521 HGNC:11526",""
"2026","TAC3","TACR2","TAC3 TACR2","Ramilowski_2015_Literature_supported","8925404,9190866, 7682062,7961636, 10189055,","HGNC:11521","secreted","HGNC:11527","HGNC:11521 HGNC:11527",""
"2027","TAC3","TACR3","TAC3 TACR3","Ramilowski_2015_Literature_supported","7557266, 8990205,1312036, 2176308, 9190866, 11226387,8990205, 10189055, 10866201,","HGNC:11521","secreted","HGNC:11528","HGNC:11521 HGNC:11528",""
"2028","TAC4","TACR1","TAC4 TACR1","Ramilowski_2015_Literature_supported","11062498, 15224188,11786503,","HGNC:16641","secreted","HGNC:11526","HGNC:16641 HGNC:11526",""
"2029","TAC4","TACR2","TAC4 TACR2","Ramilowski_2015_Literature_supported","11786503,","HGNC:16641","secreted","HGNC:11527","HGNC:16641 HGNC:11527",""
"2030","TAC4","TACR3","TAC4 TACR3","Ramilowski_2015_Literature_supported","11786503,11786503,","HGNC:16641","secreted","HGNC:11528","HGNC:16641 HGNC:11528",""
"2031","TAFA4","FPR1","TAFA4 FPR1","Hou et al. 2020 (this publication)","25109685,","HGNC:21591","secreted","HGNC:3826","HGNC:21591 HGNC:3826",""
"2032","TCN1","CD320","TCN1 CD320","Hou et al. 2020 (this publication)","27411955,","HGNC:11652","secreted","HGNC:16692","HGNC:11652 HGNC:16692",""
"2033","TCTN1","TMEM67","TCTN1 TMEM67","Ramilowski_2015_Literature_supported","21725307,","HGNC:26113","secreted","HGNC:28396","HGNC:26113 HGNC:28396",""
"2034","TDGF1","ACVR1B","TDGF1 ACVR1B","Ramilowski_2015_Literature_supported","11909953,","HGNC:11701","secreted","HGNC:172","HGNC:11701 HGNC:172",""
"2035","TDGF1","ACVR2A","TDGF1 ACVR2A","Ramilowski_2015_Literature_supported","12682303,","HGNC:11701","secreted","HGNC:173","HGNC:11701 HGNC:173",""
"2036","TF","TFR2","TF TFR2","Ramilowski_2015_Literature_supported","11027676,","HGNC:11740","secreted","HGNC:11762","HGNC:11740 HGNC:11762",""
"2037","TF","TFRC","TF TFRC","Ramilowski_2015_Literature_supported","6270680,12210842, 6268632, 16354665,","HGNC:11740","secreted","HGNC:11763","HGNC:11740 HGNC:11763",""
"2038","TFF2","CXCR4","TFF2 CXCR4","Hou et al. 2020 (this publication)","23183167, 19064997,","HGNC:11756","secreted","HGNC:2561","HGNC:11756 HGNC:2561",""
"2039","TFF3","ACKR3","TFF3 ACKR3","Hou et al. 2020 (this publication)","26780310,","HGNC:11757","secreted","HGNC:23692","HGNC:11757 HGNC:23692",""
"2040","TFF3","CXCR4","TFF3 CXCR4","Hou et al. 2020 (this publication)","26780310,","HGNC:11757","secreted","HGNC:2561","HGNC:11757 HGNC:2561",""
"2041","TFPI","LRP1","TFPI LRP1","Ramilowski_2015_Literature_supported","8824219,","HGNC:11760","secreted","HGNC:6692","HGNC:11760 HGNC:6692",""
"2042","TFPI","VLDLR","TFPI VLDLR","Ramilowski_2015_Literature_supported","11278667,","HGNC:11760","secreted","HGNC:12698","HGNC:11760 HGNC:12698",""
"2043","TG","ASGR1","TG ASGR1","Ramilowski_2015_Literature_supported","12477859,","HGNC:11764","secreted","HGNC:742","HGNC:11764 HGNC:742",""
"2044","TG","LRP2","TG LRP2","Ramilowski_2015_Literature_supported","9492085,","HGNC:11764","secreted","HGNC:6694","HGNC:11764 HGNC:6694",""
"2045","TGFA","EGFR","TGFA EGFR","Ramilowski_2015_Literature_supported","3018723,12297049,","HGNC:11765","secreted","HGNC:3236","HGNC:11765 HGNC:3236","CellphoneDB"
"2046","TGFA","ERBB2","TGFA ERBB2","Ramilowski_2015_Literature_supported","10918572,","HGNC:11765","secreted","HGNC:3430","HGNC:11765 HGNC:3430",""
"2047","TGFA","ERBB4","TGFA ERBB4","Ramilowski_2015_Literature_supported","10918572,","HGNC:11765","secreted","HGNC:3432","HGNC:11765 HGNC:3432",""
"2048","TGFB1","ACVRL1","TGFB1 ACVRL1","Ramilowski_2015_Literature_supported","10716993,10716993,","HGNC:11766","secreted","HGNC:175","HGNC:11766 HGNC:175",""
"2049","TGFB1","ENG","TGFB1 ENG","Ramilowski_2015_Literature_supported","12015308,","HGNC:11766","secreted","HGNC:3349","HGNC:11766 HGNC:3349",""
"2050","TGFB1","ITGAV","TGFB1 ITGAV","Ramilowski_2015_Literature_supported","11970960,","HGNC:11766","secreted","HGNC:6150","HGNC:11766 HGNC:6150",""
"2051","TGFB1","ITGB6","TGFB1 ITGB6","Ramilowski_2015_Literature_supported","10025398,","HGNC:11766","secreted","HGNC:6161","HGNC:11766 HGNC:6161",""
"2052","TGFB1","ITGB8","TGFB1 ITGB8","Ramilowski_2015_Literature_supported","11970960,","HGNC:11766","secreted","HGNC:6163","HGNC:11766 HGNC:6163",""
"2053","TGFB1","SDC2","TGFB1 SDC2","Ramilowski_2015_Literature_supported","14976204,","HGNC:11766","secreted","HGNC:10659","HGNC:11766 HGNC:10659",""
"2054","TGFB1","TGFBR1","TGFB1 TGFBR1","Ramilowski_2015_Literature_supported","12809600,8235612,","HGNC:11766","secreted","HGNC:11772","HGNC:11766 HGNC:11772",""
"2055","TGFB1","TGFBR2","TGFB1 TGFBR2","Ramilowski_2015_Literature_supported","12809600, 10716993,7935686,","HGNC:11766","secreted","HGNC:11773","HGNC:11766 HGNC:11773",""
"2056","TGFB1","TGFBR3","TGFB1 TGFBR3","Ramilowski_2015_Literature_supported","7935686,","HGNC:11766","secreted","HGNC:11774","HGNC:11766 HGNC:11774","CellphoneDB_flipped"
"2057","TGFB1","VASN","TGFB1 VASN","Hou et al. 2020 (this publication)","15247411, 21170088,","HGNC:11766","secreted","HGNC:18517","HGNC:11766 HGNC:18517",""
"2058","TGFB2","ACVR1","TGFB2 ACVR1","Baccin et al. 2020 (RNA-Magnet)","21102460,","HGNC:11768","secreted","HGNC:171","HGNC:11768 HGNC:171",""
"2059","TGFB2","ENG","TGFB2 ENG","Ramilowski_2015_Literature_supported","12015308,","HGNC:11768","secreted","HGNC:3349","HGNC:11768 HGNC:3349",""
"2060","TGFB2","TGFBR1","TGFB2 TGFBR1","Ramilowski_2015_Literature_supported","12809600,11157754,","HGNC:11768","secreted","HGNC:11772","HGNC:11768 HGNC:11772",""
"2061","TGFB2","TGFBR2","TGFB2 TGFBR2","Ramilowski_2015_Literature_supported","12809600,8106553, 11157754,","HGNC:11768","secreted","HGNC:11773","HGNC:11768 HGNC:11773",""
"2062","TGFB2","TGFBR3","TGFB2 TGFBR3","Ramilowski_2015_Literature_supported","12809600,11157754,","HGNC:11768","secreted","HGNC:11774","HGNC:11768 HGNC:11774","CellphoneDB"
"2063","TGFB3","ACVRL1","TGFB3 ACVRL1","Ramilowski_2015_Literature_supported","11850637,10187774,","HGNC:11769","secreted","HGNC:175","HGNC:11769 HGNC:175",""
"2064","TGFB3","ENG","TGFB3 ENG","Ramilowski_2015_Literature_supported","9872992,","HGNC:11769","secreted","HGNC:3349","HGNC:11769 HGNC:3349",""
"2065","TGFB3","TGFBR1","TGFB3 TGFBR1","Ramilowski_2015_Literature_supported","11850637, ","HGNC:11769","secreted","HGNC:11772","HGNC:11769 HGNC:11772",""
"2066","TGFB3","TGFBR2","TGFB3 TGFBR2","Ramilowski_2015_Literature_supported","11850637,11850637, 11382746, 12729750, 8106553,","HGNC:11769","secreted","HGNC:11773","HGNC:11769 HGNC:11773",""
"2067","TGFB3","TGFBR3","TGFB3 TGFBR3","Ramilowski_2015_Literature_supported","11382746,","HGNC:11769","secreted","HGNC:11774","HGNC:11769 HGNC:11774","CellphoneDB_flipped"
"2068","TGM2","ADGRG1","TGM2 ADGRG1","Ramilowski_2015_Literature_supported","16757564,","HGNC:11778","secreted","HGNC:4512","HGNC:11778 HGNC:4512",""
"2069","TGM2","ITGB1","TGM2 ITGB1","Ramilowski_2015_Literature_supported","10684262,","HGNC:11778","secreted","HGNC:6153","HGNC:11778 HGNC:6153",""
"2070","TGM2","ITGB3","TGM2 ITGB3","Ramilowski_2015_Literature_supported","10684262,","HGNC:11778","secreted","HGNC:6156","HGNC:11778 HGNC:6156",""
"2071","TGM2","SDC4","TGM2 SDC4","Ramilowski_2015_Literature_supported","23499501,","HGNC:11778","secreted","HGNC:10661","HGNC:11778 HGNC:10661",""
"2072","THBS1","CD36","THBS1 CD36","Ramilowski_2015_Literature_supported","1379600,10772961, 10487979,","HGNC:11785","secreted","HGNC:1663","HGNC:11785 HGNC:1663",""
"2073","THBS1","CD47","THBS1 CD47","Ramilowski_2015_Literature_supported","11980922,9169439, 8550562, 10397731,","HGNC:11785","secreted","HGNC:1682","HGNC:11785 HGNC:1682",""
"2074","THBS1","ITGA2B","THBS1 ITGA2B","Ramilowski_2015_Literature_supported","2478219,","HGNC:11785","secreted","HGNC:6138","HGNC:11785 HGNC:6138",""
"2075","THBS1","ITGA3","THBS1 ITGA3","Ramilowski_2015_Literature_supported","10196234,","HGNC:11785","secreted","HGNC:6139","HGNC:11785 HGNC:6139",""
"2076","THBS1","ITGA4","THBS1 ITGA4","Ramilowski_2015_Literature_supported","14699013,","HGNC:11785","secreted","HGNC:6140","HGNC:11785 HGNC:6140",""
"2077","THBS1","ITGA6","THBS1 ITGA6","Ramilowski_2015_Literature_supported","12909644,","HGNC:11785","secreted","HGNC:6142","HGNC:11785 HGNC:6142",""
"2078","THBS1","ITGB1","THBS1 ITGB1","Ramilowski_2015_Literature_supported","15292271,","HGNC:11785","secreted","HGNC:6153","HGNC:11785 HGNC:6153",""
"2079","THBS1","ITGB3","THBS1 ITGB3","Ramilowski_2015_Literature_supported","2478219,","HGNC:11785","secreted","HGNC:6156","HGNC:11785 HGNC:6156",""
"2080","THBS1","LRP1","THBS1 LRP1","Ramilowski_2015_Literature_supported","9045712, 14991768, 7775583,","HGNC:11785","secreted","HGNC:6692","HGNC:11785 HGNC:6692",""
"2081","THBS1","PTPRJ","THBS1 PTPRJ","Baccin et al. 2020 (RNA-Magnet)","22308318,","HGNC:11785","secreted","HGNC:9673","HGNC:11785 HGNC:9673",""
"2082","THBS1","SDC1","THBS1 SDC1","Ramilowski_2015_Literature_supported","11257118,","HGNC:11785","secreted","HGNC:10658","HGNC:11785 HGNC:10658",""
"2083","THBS1","SDC4","THBS1 SDC4","Baccin et al. 2020 (RNA-Magnet)","17879962,","HGNC:11785","secreted","HGNC:10661","HGNC:11785 HGNC:10661",""
"2084","THBS1","TNFRSF11B","THBS1 TNFRSF11B","Ramilowski_2015_Literature_supported","15799029,","HGNC:11785","secreted","HGNC:11909","HGNC:11785 HGNC:11909",""
"2085","THBS2","CD47","THBS2 CD47","Ramilowski_2015_Literature_supported","8550562,","HGNC:11786","secreted","HGNC:1682","HGNC:11786 HGNC:1682",""
"2086","THBS2","ITGA4","THBS2 ITGA4","Ramilowski_2015_Literature_supported","14699013,","HGNC:11786","secreted","HGNC:6140","HGNC:11786 HGNC:6140",""
"2087","THBS2","ITGA6","THBS2 ITGA6","Ramilowski_2015_Literature_supported","12909644,","HGNC:11786","secreted","HGNC:6142","HGNC:11786 HGNC:6142",""
"2088","THBS2","ITGB1","THBS2 ITGB1","Ramilowski_2015_Literature_supported","15292271,","HGNC:11786","secreted","HGNC:6153","HGNC:11786 HGNC:6153",""
"2089","THBS2","NOTCH3","THBS2 NOTCH3","Ramilowski_2015_Literature_supported","19147503,","HGNC:11786","secreted","HGNC:7883","HGNC:11786 HGNC:7883",""
"2090","THPO","MPL","THPO MPL","Ramilowski_2015_Literature_supported","10495959,9766811,","HGNC:11795","secreted","HGNC:7217","HGNC:11795 HGNC:7217","CellphoneDB"
"2091","TIGIT","NECTIN2","TIGIT NECTIN2","Efremova et al. 2020 (CellphoneDB)","19815499,","HGNC:26838","plasma membrane","HGNC:9707","HGNC:26838 HGNC:9707",""
"2092","TIGIT","PVR","TIGIT PVR","Efremova et al. 2020 (CellphoneDB)","19815499,","HGNC:26838","plasma membrane","HGNC:9705","HGNC:26838 HGNC:9705",""
"2093","TIMD4","HAVCR1","TIMD4 HAVCR1","Hou et al. 2020 (this publication)","28949386,","HGNC:25132","plasma membrane","HGNC:17866","HGNC:25132 HGNC:17866",""
"2094","TIMP1","CD63","TIMP1 CD63","Ramilowski_2015_Literature_supported","16917503,","HGNC:11820","secreted","HGNC:1692","HGNC:11820 HGNC:1692",""
"2095","TIMP2","ITGA3","TIMP2 ITGA3","Ramilowski_2015_Literature_supported","12887919, 16326706,","HGNC:11821","secreted","HGNC:6139","HGNC:11821 HGNC:6139",""
"2096","TIMP2","ITGB1","TIMP2 ITGB1","Ramilowski_2015_Literature_supported","16326706, 12887919,","HGNC:11821","secreted","HGNC:6153","HGNC:11821 HGNC:6153",""
"2097","TIMP3","AGTR2","TIMP3 AGTR2","Ramilowski_2015_Literature_supported","18344519,","HGNC:11822","secreted","HGNC:338","HGNC:11822 HGNC:338",""
"2098","TIMP3","KDR","TIMP3 KDR","Ramilowski_2015_Literature_supported","12652295,","HGNC:11822","secreted","HGNC:6307","HGNC:11822 HGNC:6307",""
"2099","TNC","CNTN1","TNC CNTN1","Ramilowski_2015_Literature_supported","10103110,","HGNC:5318","secreted","HGNC:2171","HGNC:5318 HGNC:2171",""
"2100","TNC","EGFR","TNC EGFR","Ramilowski_2015_Literature_supported","11470832,","HGNC:5318","secreted","HGNC:3236","HGNC:5318 HGNC:3236",""
"2101","TNC","ITGA7","TNC ITGA7","Ramilowski_2015_Literature_supported","14715956,","HGNC:5318","secreted","HGNC:6143","HGNC:5318 HGNC:6143",""
"2102","TNC","ITGAV","TNC ITGAV","Hou et al. 2020 (this publication)","9314546,","HGNC:5318","secreted","HGNC:6150","HGNC:5318 HGNC:6150","Ramilowski_2015_Putative"
"2103","TNC","ITGB1","TNC ITGB1","Ramilowski_2015_Literature_supported","14715956,","HGNC:5318","secreted","HGNC:6153","HGNC:5318 HGNC:6153",""
"2104","TNC","ITGB3","TNC ITGB3","Hou et al. 2020 (this publication)","9314546,","HGNC:5318","secreted","HGNC:6156","HGNC:5318 HGNC:6156",""
"2105","TNC","PTPRB","TNC PTPRB","Ramilowski_2015_Literature_supported","11313993,","HGNC:5318","secreted","HGNC:9665","HGNC:5318 HGNC:9665",""
"2106","TNC","PTPRZ1","TNC PTPRZ1","Baccin et al. 2020 (RNA-Magnet)","20689858,","HGNC:5318","secreted","HGNC:9685","HGNC:5318 HGNC:9685",""
"2107","TNF","TNFRSF1A","TNF TNFRSF1A","Ramilowski_2015_Literature_supported","7852363,10634209, 14743216, 19084540,","HGNC:11892","plasma membrane; secreted","HGNC:11916","HGNC:11892 HGNC:11916","CellphoneDB"
"2108","TNF","TNFRSF1B","TNF TNFRSF1B","Ramilowski_2015_Literature_supported","2158863,7664431, 2158863, 19084540,","HGNC:11892","plasma membrane; secreted","HGNC:11917","HGNC:11892 HGNC:11917","CellphoneDB"
"2109","TNF","TNFRSF21","TNF TNFRSF21","Ramilowski_2015_Literature_supported","9714541,","HGNC:11892","plasma membrane; secreted","HGNC:13469","HGNC:11892 HGNC:13469",""
"2110","TNFRSF14","BTLA","TNFRSF14 BTLA","Hou et al. 2020 (this publication)","29061848,","HGNC:11912","plasma membrane","HGNC:21087","HGNC:11912 HGNC:21087",""
"2111","TNFRSF14","CD160","TNFRSF14 CD160","Hou et al. 2020 (this publication)","31332204,","HGNC:11912","plasma membrane","HGNC:17013","HGNC:11912 HGNC:17013",""
"2112","TNFSF10","TNFRSF10A","TNFSF10 TNFRSF10A","Ramilowski_2015_Literature_supported","15766588,10549288, 9082980, 9325248,","HGNC:11925","plasma membrane; secreted","HGNC:11904","HGNC:11925 HGNC:11904","CellphoneDB"
"2113","TNFSF10","TNFRSF10B","TNFSF10 TNFRSF10B","Ramilowski_2015_Literature_supported","15766588,9311998, 10549288, 9325248,","HGNC:11925","plasma membrane; secreted","HGNC:11905","HGNC:11925 HGNC:11905","CellphoneDB"
"2114","TNFSF10","TNFRSF10C","TNFSF10 TNFRSF10C","Ramilowski_2015_Literature_supported","9325248,9613612, 9314565, 9325248,","HGNC:11925","plasma membrane; secreted","HGNC:11906","HGNC:11925 HGNC:11906","CellphoneDB_flipped"
"2115","TNFSF10","TNFRSF10D","TNFSF10 TNFRSF10D","Ramilowski_2015_Literature_supported","9242610,9430226,","HGNC:11925","plasma membrane; secreted","HGNC:11907","HGNC:11925 HGNC:11907","CellphoneDB"
"2116","TNFSF10","TNFRSF11B","TNFSF10 TNFRSF11B","Ramilowski_2015_Literature_supported","9520411, 12221720,","HGNC:11925","plasma membrane; secreted","HGNC:11909","HGNC:11925 HGNC:11909","CellphoneDB"
"2117","TNFSF11","TNFRSF11A","TNFSF11 TNFRSF11A","Ramilowski_2015_Literature_supported","11581298,9367155,","HGNC:11926","plasma membrane; secreted","HGNC:11908","HGNC:11926 HGNC:11908","CellphoneDB"
"2118","TNFSF11","TNFRSF11B","TNFSF11 TNFRSF11B","Ramilowski_2015_Literature_supported","9568710, 11733492,12221720, 9520411,","HGNC:11926","plasma membrane; secreted","HGNC:11909","HGNC:11926 HGNC:11909","CellphoneDB"
"2119","TNFSF12","CD163","TNFSF12 CD163","Hou et al. 2020 (this publication)","19473660,","HGNC:11927","plasma membrane; secreted","HGNC:1631","HGNC:11927 HGNC:1631",""
"2120","TNFSF12","TNFRSF12A","TNFSF12 TNFRSF12A","Ramilowski_2015_Literature_supported","12787562,11728344, 12529173,","HGNC:11927","plasma membrane; secreted","HGNC:18152","HGNC:11927 HGNC:18152","CellphoneDB"
"2121","TNFSF13","FAS","TNFSF13 FAS","Ramilowski_2015_Literature_supported","10706119,","HGNC:11928","plasma membrane; secreted","HGNC:11920","HGNC:11928 HGNC:11920","CellphoneDB_flipped"
"2122","TNFSF13","SDC2","TNFSF13 SDC2","Ramilowski_2015_Literature_supported","15846369,","HGNC:11928","plasma membrane; secreted","HGNC:10659","HGNC:11928 HGNC:10659",""
"2123","TNFSF13","TNFRSF11B","TNFSF13 TNFRSF11B","Ramilowski_2015_Literature_supported","10706119,","HGNC:11928","plasma membrane; secreted","HGNC:11909","HGNC:11928 HGNC:11909",""
"2124","TNFSF13","TNFRSF13B","TNFSF13 TNFRSF13B","Ramilowski_2015_Literature_supported","10956646,10956646,","HGNC:11928","plasma membrane; secreted","HGNC:18153","HGNC:11928 HGNC:18153","CellphoneDB"
"2125","TNFSF13","TNFRSF14","TNFSF13 TNFRSF14","Ramilowski_2015_Literature_supported","10706119,","HGNC:11928","plasma membrane; secreted","HGNC:11912","HGNC:11928 HGNC:11912","CellphoneDB"
"2126","TNFSF13","TNFRSF17","TNFSF13 TNFRSF17","Ramilowski_2015_Literature_supported","14764606,10973284,","HGNC:11928","plasma membrane; secreted","HGNC:11913","HGNC:11928 HGNC:11913","CellphoneDB"
"2127","TNFSF13","TNFRSF1A","TNFSF13 TNFRSF1A","Ramilowski_2015_Literature_supported","10706119,","HGNC:11928","plasma membrane; secreted","HGNC:11916","HGNC:11928 HGNC:11916","CellphoneDB_flipped"
"2128","TNFSF13B","TNFRSF13B","TNFSF13B TNFRSF13B","Ramilowski_2015_Literature_supported","10956646,10801128,","HGNC:11929","plasma membrane; secreted","HGNC:18153","HGNC:11929 HGNC:18153","CellphoneDB"
"2129","TNFSF13B","TNFRSF13C","TNFSF13B TNFRSF13C","Ramilowski_2015_Literature_supported","15851487,12721620, 11509692,","HGNC:11929","plasma membrane; secreted","HGNC:17755","HGNC:11929 HGNC:17755","CellphoneDB"
"2130","TNFSF13B","TNFRSF17","TNFSF13B TNFRSF17","Ramilowski_2015_Literature_supported","10973284,10908663, 10801128, 10973284,","HGNC:11929","plasma membrane; secreted","HGNC:11913","HGNC:11929 HGNC:11913","CellphoneDB"
"2131","TNFSF14","LTBR","TNFSF14 LTBR","Ramilowski_2015_Literature_supported","10799510,10318773, 10799510, 9462508,","HGNC:11930","plasma membrane; secreted","HGNC:6718","HGNC:11930 HGNC:6718","CellphoneDB"
"2132","TNFSF14","TNFRSF14","TNFSF14 TNFRSF14","Ramilowski_2015_Literature_supported","10894944,11390428, 9462508,","HGNC:11930","plasma membrane; secreted","HGNC:11912","HGNC:11930 HGNC:11912","CellphoneDB"
"2133","TNFSF14","TNFRSF6B","TNFSF14 TNFRSF6B","Ramilowski_2015_Literature_supported","11994433,","HGNC:11930","plasma membrane; secreted","HGNC:11921","HGNC:11930 HGNC:11921","CellphoneDB_flipped"
"2134","TNFSF15","TNFRSF25","TNFSF15 TNFRSF25","Ramilowski_2015_Literature_supported","11911831,11911831,","HGNC:11931","plasma membrane; secreted","HGNC:11910","HGNC:11931 HGNC:11910","CellphoneDB"
"2135","TNFSF15","TNFRSF6B","TNFSF15 TNFRSF6B","Ramilowski_2015_Literature_supported","11911831,","HGNC:11931","plasma membrane; secreted","HGNC:11921","HGNC:11931 HGNC:11921","CellphoneDB_flipped"
