"","ligand","receptor","Ligand.receptor.pair","Source","PMID.support","Ligand.HGNC.ID","Ligand.location","Receptor.HGNC.ID","HGNC.L.R","secondary.source."
"600","CXCL1","CXCR1","CXCL1 CXCR1","Ramilowski_2015_Literature_supported","12964882,1379593,1379593, 8702798,","HGNC:4602","secreted","HGNC:6026","HGNC:4602 HGNC:6026","CellphoneDB"
"601","CXCL1","CXCR2","CXCL1 CXCR2","Ramilowski_2015_Literature_supported","1379593, 10188995, 8940121,8550564, 8940121, 8702798, 1379593,","HGNC:4602","secreted","HGNC:6027","HGNC:4602 HGNC:6027","CellphoneDB"
"602","CXCL10","CCR3","CXCL10 CCR3","Ramilowski_2015_Literature_supported","11110785,","HGNC:10637","secreted","HGNC:1604","HGNC:10637 HGNC:1604",""
"603","CXCL10","CXCR3","CXCL10 CXCR3","Ramilowski_2015_Literature_supported","9064356, 12884299,9660793, 15761110,12571234, 10233762,","HGNC:10637","secreted","HGNC:4540","HGNC:10637 HGNC:4540","CellphoneDB"
"604","CXCL10","SDC4","CXCL10 SDC4","Ramilowski_2015_Literature_supported","20484822,","HGNC:10637","secreted","HGNC:10661","HGNC:10637 HGNC:10661",""
"605","CXCL11","ACKR3","CXCL11 ACKR3","Ramilowski_2015_Literature_supported","27875312, 29180449, 29386406, ","HGNC:10638","secreted","HGNC:23692","HGNC:10638 HGNC:23692","CellphoneDB"
"606","CXCL11","CCR3","CXCL11 CCR3","Ramilowski_2015_Literature_supported","11110785,","HGNC:10638","secreted","HGNC:1604","HGNC:10638 HGNC:1604",""
"607","CXCL11","CXCR3","CXCL11 CXCR3","Ramilowski_2015_Literature_supported","12884299,15761110,15273303, 9625760,","HGNC:10638","secreted","HGNC:4540","HGNC:10638 HGNC:4540","CellphoneDB"
"608","CXCL12","ACKR3","CXCL12 ACKR3","Ramilowski_2015_Literature_supported","16107333,20956518, 23396314,","HGNC:10672","secreted","HGNC:23692","HGNC:10672 HGNC:23692","CellphoneDB"
"609","CXCL12","CD4","CXCL12 CD4","Ramilowski_2015_Literature_supported","10600606,","HGNC:10672","secreted","HGNC:1678","HGNC:10672 HGNC:1678",""
"610","CXCL12","CXCR3","CXCL12 CXCR3","Ramilowski_2015_Literature_supported","9660793,9660793,","HGNC:10672","secreted","HGNC:4540","HGNC:10672 HGNC:4540","CellphoneDB"
"611","CXCL12","CXCR4","CXCL12 CXCR4","Ramilowski_2015_Literature_supported","8752280, 12714578,9551924, 9712844,10233851, 8752281,","HGNC:10672","secreted","HGNC:2561","HGNC:10672 HGNC:2561","CellphoneDB"
"612","CXCL12","ITGA4","CXCL12 ITGA4","Hou et al. 2020 (this publication)","29301984,","HGNC:10672","secreted","HGNC:6140","HGNC:10672 HGNC:6140",""
"613","CXCL12","ITGA5","CXCL12 ITGA5","Hou et al. 2020 (this publication)","29301984,","HGNC:10672","secreted","HGNC:6141","HGNC:10672 HGNC:6141",""
"614","CXCL12","ITGAV","CXCL12 ITGAV","Hou et al. 2020 (this publication)","29301984,","HGNC:10672","secreted","HGNC:6150","HGNC:10672 HGNC:6150",""
"615","CXCL12","ITGB1","CXCL12 ITGB1","Ramilowski_2015_Literature_supported","18448868,","HGNC:10672","secreted","HGNC:6153","HGNC:10672 HGNC:6153",""
"616","CXCL12","ITGB3","CXCL12 ITGB3","Hou et al. 2020 (this publication)","29301984,","HGNC:10672","secreted","HGNC:6156","HGNC:10672 HGNC:6156",""
"617","CXCL13","ACKR4","CXCL13 ACKR4","Ramilowski_2015_Literature_supported","10706668,","HGNC:10639","secreted","HGNC:1611","HGNC:10639 HGNC:1611","CellphoneDB"
"618","CXCL13","CCR10","CXCL13 CCR10","Ramilowski_2015_Literature_supported","10706668,","HGNC:10639","secreted","HGNC:4474","HGNC:10639 HGNC:4474",""
"619","CXCL13","CXCR3","CXCL13 CXCR3","Ramilowski_2015_Literature_supported","11554781,","HGNC:10639","secreted","HGNC:4540","HGNC:10639 HGNC:4540",""
"620","CXCL13","CXCR5","CXCL13 CXCR5","Ramilowski_2015_Literature_supported","9463416,9486651, 9463416,","HGNC:10639","secreted","HGNC:1060","HGNC:10639 HGNC:1060","CellphoneDB"
"621","CXCL14","CXCR4","CXCL14 CXCR4","Hou et al. 2020 (this publication)","28360196,","HGNC:10640","secreted","HGNC:2561","HGNC:10640 HGNC:2561",""
"622","CXCL16","CXCR6","CXCL16 CXCR6","Ramilowski_2015_Literature_supported","14625285,11290797,11017100, 11290797,","HGNC:16642","secreted","HGNC:16647","HGNC:16642 HGNC:16647","CellphoneDB"
"623","CXCL17","GPR35","CXCL17 GPR35","Efremova et al. 2020 (CellphoneDB)","25411203 , ","HGNC:19232","secreted","HGNC:4492","HGNC:19232 HGNC:4492",""
"624","CXCL2","CXCR1","CXCL2 CXCR1","Ramilowski_2015_Literature_supported","12964882,9260277,","HGNC:4603","secreted","HGNC:6026","HGNC:4603 HGNC:6026",""
"625","CXCL2","CXCR2","CXCL2 CXCR2","Ramilowski_2015_Literature_supported","8702798,8702798, 9260277,","HGNC:4603","secreted","HGNC:6027","HGNC:4603 HGNC:6027","CellphoneDB"
"626","CXCL2","XCR1","CXCL2 XCR1","Ramilowski_2015_Literature_supported","10518929,","HGNC:4603","secreted","HGNC:1625","HGNC:4603 HGNC:1625",""
"627","CXCL3","CXCR1","CXCL3 CXCR1","Ramilowski_2015_Literature_supported","12964882,8702798,","HGNC:4604","secreted","HGNC:6026","HGNC:4604 HGNC:6026",""
"628","CXCL3","CXCR2","CXCL3 CXCR2","Ramilowski_2015_Literature_supported","8702798,8702798,","HGNC:4604","secreted","HGNC:6027","HGNC:4604 HGNC:6027","CellphoneDB"
"629","CXCL5","ACKR1","CXCL5 ACKR1","Ramilowski_2015_Literature_supported","13679391,","HGNC:10642","secreted","HGNC:4035","HGNC:10642 HGNC:4035",""
"630","CXCL5","CXCR1","CXCL5 CXCR1","Ramilowski_2015_Literature_supported","12964882,9692902, 8702798,","HGNC:10642","secreted","HGNC:6026","HGNC:10642 HGNC:6026","CellphoneDB"
"631","CXCL5","CXCR2","CXCL5 CXCR2","Ramilowski_2015_Literature_supported","8702798,9692902, 8702798,","HGNC:10642","secreted","HGNC:6027","HGNC:10642 HGNC:6027","CellphoneDB"
"632","CXCL6","CXCR1","CXCL6 CXCR1","Ramilowski_2015_Literature_supported","12964882,9692902,10593335, 9692902,","HGNC:10643","secreted","HGNC:6026","HGNC:10643 HGNC:6026","CellphoneDB"
"633","CXCL6","CXCR2","CXCL6 CXCR2","Ramilowski_2015_Literature_supported","12964882,9692902,10593335, 9692902,","HGNC:10643","secreted","HGNC:6027","HGNC:10643 HGNC:6027","CellphoneDB"
"634","CXCL8","ACKR1","CXCL8 ACKR1","Ramilowski_2015_Literature_supported","9921412, 17416748,","HGNC:6025","secreted","HGNC:4035","HGNC:6025 HGNC:4035","CellphoneDB_flipped"
"635","CXCL8","CXCR1","CXCL8 CXCR1","Ramilowski_2015_Literature_supported","8137938,1379593, 10188995, 15946947, 8940121, 15282370,1840701,","HGNC:6025","secreted","HGNC:6026","HGNC:6025 HGNC:6026","CellphoneDB"
"636","CXCL8","CXCR2","CXCL8 CXCR2","Ramilowski_2015_Literature_supported","11511101),1379593, 10188995, 15946947, 8940121, 15282370,9464567, 8702798, 8626516,","HGNC:6025","secreted","HGNC:6027","HGNC:6025 HGNC:6027","CellphoneDB"
"637","CXCL8","SDC1","CXCL8 SDC1","Ramilowski_2015_Literature_supported","12902511,","HGNC:6025","secreted","HGNC:10658","HGNC:6025 HGNC:10658",""
"638","CXCL8","SDC2","CXCL8 SDC2","Ramilowski_2015_Literature_supported","14527339,","HGNC:6025","secreted","HGNC:10659","HGNC:6025 HGNC:10659",""
"639","CXCL9","CCR3","CXCL9 CCR3","Ramilowski_2015_Literature_supported","11110785,","HGNC:7098","secreted","HGNC:1604","HGNC:7098 HGNC:1604",""
"640","CXCL9","CXCR3","CXCL9 CXCR3","Ramilowski_2015_Literature_supported","12884299,9660793, 15761110,9660793, 12782716,","HGNC:7098","secreted","HGNC:4540","HGNC:7098 HGNC:4540","CellphoneDB"
"641","CYTL1","CCR2","CYTL1 CCR2","Hou et al. 2020 (this publication)","27084102,","HGNC:24435","secreted","HGNC:1603","HGNC:24435 HGNC:1603",""
"642","DAG1","LAMA4","DAG1 LAMA4","Baccin et al. 2020 (RNA-Magnet)","27614294,","HGNC:2666","ECM","HGNC:6484","HGNC:2666 HGNC:6484",""
"643","DCN","EGFR","DCN EGFR","Ramilowski_2015_Literature_supported","12105206, 9988678,","HGNC:2705","secreted","HGNC:3236","HGNC:2705 HGNC:3236",""
"644","DCN","ERBB4","DCN ERBB4","Ramilowski_2015_Literature_supported","10942781,","HGNC:2705","secreted","HGNC:3432","HGNC:2705 HGNC:3432",""
"645","DCN","MET","DCN MET","Ramilowski_2015_Literature_supported","10942781,","HGNC:2705","secreted","HGNC:7029","HGNC:2705 HGNC:7029",""
"646","DCN","TLR2","DCN TLR2","Hou et al. 2020 (this publication)","22087031,","HGNC:2705","secreted","HGNC:11848","HGNC:2705 HGNC:11848",""
"647","DCN","TLR4","DCN TLR4","Hou et al. 2020 (this publication)","22087031,","HGNC:2705","secreted","HGNC:11850","HGNC:2705 HGNC:11850",""
"648","DEFB1","CCR6","DEFB1 CCR6","Ramilowski_2015_Literature_supported","12149255,","HGNC:2766","secreted","HGNC:1607","HGNC:2766 HGNC:1607",""
"649","DEFB103A","CCR6","DEFB103A CCR6","Ramilowski_2015_Literature_supported","11714836,","HGNC:15967","secreted","HGNC:1607","HGNC:15967 HGNC:1607",""
"650","DEFB103B","CCR2","DEFB103B CCR2","Ramilowski_2015_Literature_supported","23390582,","HGNC:31702","secreted","HGNC:1603","HGNC:31702 HGNC:1603",""
"651","DEFB103B","CCR6","DEFB103B CCR6","Ramilowski_2015_Literature_supported","23390582,","HGNC:31702","secreted","HGNC:1607","HGNC:31702 HGNC:1607",""
"652","DEFB106A","CCR2","DEFB106A CCR2","Cabello-Aguilar et al. 2020 (SingleCellSignalR)","23938203,","HGNC:18088","secreted","HGNC:1603","HGNC:18088 HGNC:1603",""
"653","DEFB4A","CCR6","DEFB4A CCR6","Ramilowski_2015_Literature_supported","10521347,11714836,","HGNC:2767","secreted","HGNC:1607","HGNC:2767 HGNC:1607",""
"654","DEFB4A","TLR4","DEFB4A TLR4","Ramilowski_2015_Literature_supported","12411706,","HGNC:2767","secreted","HGNC:11850","HGNC:2767 HGNC:11850",""
"655","DEFB4B","CCR6","DEFB4B CCR6","Ramilowski_2015_Literature_supported","10521347,","HGNC:30193","secreted","HGNC:1607","HGNC:30193 HGNC:1607",""
"656","DHH","BOC","DHH BOC","Ramilowski_2015_Literature_supported","20519495,","HGNC:2865","secreted","HGNC:17173","HGNC:2865 HGNC:17173",""
"657","DHH","CDON","DHH CDON","Ramilowski_2015_Literature_supported","20519495,","HGNC:2865","secreted","HGNC:17104","HGNC:2865 HGNC:17104",""
"658","DHH","HHIP","DHH HHIP","Ramilowski_2015_Literature_supported","10050855,10050855, 11435703,","HGNC:2865","secreted","HGNC:14866","HGNC:2865 HGNC:14866",""
"659","DHH","PTCH1","DHH PTCH1","Ramilowski_2015_Literature_supported","9811851,","HGNC:2865","secreted","HGNC:9585","HGNC:2865 HGNC:9585",""
"660","DHH","PTCH2","DHH PTCH2","Ramilowski_2015_Literature_supported","9811851,9811851,","HGNC:2865","secreted","HGNC:9586","HGNC:2865 HGNC:9586",""
"661","DKK1","KREMEN1","DKK1 KREMEN1","Ramilowski_2015_Literature_supported","12050670,12050670,","HGNC:2891","secreted","HGNC:17550","HGNC:2891 HGNC:17550",""
"662","DKK1","KREMEN2","DKK1 KREMEN2","Ramilowski_2015_Literature_supported","12050670,","HGNC:2891","secreted","HGNC:18797","HGNC:2891 HGNC:18797",""
"663","DKK1","LRP4","DKK1 LRP4","Hou et al. 2020 (this publication)","19936252,","HGNC:2891","secreted","HGNC:6696","HGNC:2891 HGNC:6696",""
"664","DKK1","LRP5","DKK1 LRP5","Ramilowski_2015_Literature_supported","11448771,","HGNC:2891","secreted","HGNC:6697","HGNC:2891 HGNC:6697",""
"665","DKK1","LRP6","DKK1 LRP6","Ramilowski_2015_Literature_supported","11357136,11357136, 11448771,","HGNC:2891","secreted","HGNC:6698","HGNC:2891 HGNC:6698",""
"666","DKK2","KREMEN1","DKK2 KREMEN1","Hou et al. 2020 (this publication)","23484855,","HGNC:2892","secreted","HGNC:17550","HGNC:2892 HGNC:17550",""
"667","DKK2","KREMEN2","DKK2 KREMEN2","Ramilowski_2015_Literature_supported","12527209,","HGNC:2892","secreted","HGNC:18797","HGNC:2892 HGNC:18797",""
"668","DKK2","LRP5","DKK2 LRP5","Hou et al. 2020 (this publication)","22589387,","HGNC:2892","secreted","HGNC:6697","HGNC:2892 HGNC:6697",""
"669","DKK2","LRP6","DKK2 LRP6","Ramilowski_2015_Literature_supported","11357136,11742004, 11357136,","HGNC:2892","secreted","HGNC:6698","HGNC:2892 HGNC:6698",""
"670","DKK4","KREMEN1","DKK4 KREMEN1","Hou et al. 2020 (this publication)","29925589,","HGNC:2894","secreted","HGNC:17550","HGNC:2894 HGNC:17550",""
"671","DKK4","KREMEN2","DKK4 KREMEN2","Hou et al. 2020 (this publication)","12527209,","HGNC:2894","secreted","HGNC:18797","HGNC:2894 HGNC:18797",""
"672","DKK4","LRP6","DKK4 LRP6","Hou et al. 2020 (this publication)","29925589,","HGNC:2894","secreted","HGNC:6698","HGNC:2894 HGNC:6698",""
"673","DLK1","NOTCH1","DLK1 NOTCH1","Ramilowski_2015_Literature_supported","21419176,","HGNC:2907","plasma membrane; secreted","HGNC:7881","HGNC:2907 HGNC:7881","CellphoneDB"
"674","DLK1","NOTCH2","DLK1 NOTCH2","Efremova et al. 2020 (CellphoneDB)","22353464,","HGNC:2907","plasma membrane; secreted","HGNC:7882","HGNC:2907 HGNC:7882","Ramilowski_2015_Putative"
"675","DLK1","NOTCH3","DLK1 NOTCH3","Efremova et al. 2020 (CellphoneDB)","22353464,","HGNC:2907","plasma membrane; secreted","HGNC:7883","HGNC:2907 HGNC:7883","Ramilowski_2015_Putative"
"676","DLK1","NOTCH4","DLK1 NOTCH4","Efremova et al. 2020 (CellphoneDB)","22353464,","HGNC:2907","plasma membrane; secreted","HGNC:7884","HGNC:2907 HGNC:7884","Ramilowski_2015_Putative"
"677","DLK2","NOTCH1","DLK2 NOTCH1","Ramilowski_2015_Literature_supported","21419176,","HGNC:21113","plasma membrane","HGNC:7881","HGNC:21113 HGNC:7881",""
"678","DLL1","NOTCH1","DLL1 NOTCH1","Ramilowski_2015_Literature_supported","9819428,11006133,","HGNC:2908","plasma membrane","HGNC:7881","HGNC:2908 HGNC:7881","CellphoneDB"
"679","DLL1","NOTCH2","DLL1 NOTCH2","Ramilowski_2015_Literature_supported","10958687,","HGNC:2908","plasma membrane","HGNC:7882","HGNC:2908 HGNC:7882","CellphoneDB_flipped"
"680","DLL1","NOTCH3","DLL1 NOTCH3","Ramilowski_2015_Literature_supported","12482954, 11006133,","HGNC:2908","plasma membrane","HGNC:7883","HGNC:2908 HGNC:7883","CellphoneDB"
"681","DLL1","NOTCH4","DLL1 NOTCH4","Efremova et al. 2020 (CellphoneDB)","22353464,","HGNC:2908","plasma membrane","HGNC:7884","HGNC:2908 HGNC:7884","Ramilowski_2015_Putative"
"682","DLL3","NOTCH1","DLL3 NOTCH1","Efremova et al. 2020 (CellphoneDB)","22353464,","HGNC:2909","plasma membrane","HGNC:7881","HGNC:2909 HGNC:7881","Ramilowski_2015_Putative"
"683","DLL3","NOTCH2","DLL3 NOTCH2","Efremova et al. 2020 (CellphoneDB)","22353464,","HGNC:2909","plasma membrane","HGNC:7882","HGNC:2909 HGNC:7882","Ramilowski_2015_Putative"
"684","DLL3","NOTCH3","DLL3 NOTCH3","Efremova et al. 2020 (CellphoneDB)","22353464,","HGNC:2909","plasma membrane","HGNC:7883","HGNC:2909 HGNC:7883","Ramilowski_2015_Putative"
"685","DLL3","NOTCH4","DLL3 NOTCH4","Efremova et al. 2020 (CellphoneDB)","22353464,","HGNC:2909","plasma membrane","HGNC:7884","HGNC:2909 HGNC:7884","Ramilowski_2015_Putative"
"686","DLL4","NOTCH1","DLL4 NOTCH1","Ramilowski_2015_Literature_supported","16219802,10837024, 11739188,","HGNC:2910","plasma membrane","HGNC:7881","HGNC:2910 HGNC:7881","CellphoneDB"
"687","DLL4","NOTCH2","DLL4 NOTCH2","Ramilowski_2015_Literature_supported","22842086,","HGNC:2910","plasma membrane","HGNC:7882","HGNC:2910 HGNC:7882","CellphoneDB"
"688","DLL4","NOTCH3","DLL4 NOTCH3","Ramilowski_2015_Literature_supported","18182388,","HGNC:2910","plasma membrane","HGNC:7883","HGNC:2910 HGNC:7883","CellphoneDB"
"689","DLL4","NOTCH4","DLL4 NOTCH4","Ramilowski_2015_Literature_supported","16219802,12814948,","HGNC:2910","plasma membrane","HGNC:7884","HGNC:2910 HGNC:7884","CellphoneDB"
"690","DNAJB11","PRTG","DNAJB11 PRTG","Hou et al. 2020 (this publication)","20335479,","HGNC:14889","plasma membrane","HGNC:26373","HGNC:14889 HGNC:26373",""
"691","DSC1","DSG1","DSC1 DSG1","Efremova et al. 2020 (CellphoneDB)","27298358,","HGNC:3035","plasma membrane","HGNC:3048","HGNC:3035 HGNC:3048",""
"692","DSC1","DSG2","DSC1 DSG2","Efremova et al. 2020 (CellphoneDB)","27298358,","HGNC:3035","plasma membrane","HGNC:3049","HGNC:3035 HGNC:3049",""
"693","DSC1","DSG3","DSC1 DSG3","Hou et al. 2020 (this publication)","27298358,","HGNC:3035","plasma membrane","HGNC:3050","HGNC:3035 HGNC:3050",""
"694","DSC1","DSG4","DSC1 DSG4","Hou et al. 2020 (this publication)","27298358,","HGNC:3035","plasma membrane","HGNC:21307","HGNC:3035 HGNC:21307",""
"695","DSC2","DSG1","DSC2 DSG1","Efremova et al. 2020 (CellphoneDB)","27298358,","HGNC:3036","plasma membrane","HGNC:3048","HGNC:3036 HGNC:3048",""
"696","DSC2","DSG2","DSC2 DSG2","Efremova et al. 2020 (CellphoneDB)","27298358,","HGNC:3036","plasma membrane","HGNC:3049","HGNC:3036 HGNC:3049",""
"697","DSC2","DSG3","DSC2 DSG3","Hou et al. 2020 (this publication)","27298358,","HGNC:3036","plasma membrane","HGNC:3050","HGNC:3036 HGNC:3050",""
"698","DSC2","DSG4","DSC2 DSG4","Hou et al. 2020 (this publication)","27298358,","HGNC:3036","plasma membrane","HGNC:21307","HGNC:3036 HGNC:21307",""
"699","DSC3","DSG1","DSC3 DSG1","Efremova et al. 2020 (CellphoneDB)","27298358,","HGNC:3037","plasma membrane","HGNC:3048","HGNC:3037 HGNC:3048",""
"700","DSC3","DSG2","DSC3 DSG2","Efremova et al. 2020 (CellphoneDB)","27298358,","HGNC:3037","plasma membrane","HGNC:3049","HGNC:3037 HGNC:3049",""
"701","DSC3","DSG3","DSC3 DSG3","Hou et al. 2020 (this publication)","27298358,","HGNC:3037","plasma membrane","HGNC:3050","HGNC:3037 HGNC:3050",""
"702","DSC3","DSG4","DSC3 DSG4","Hou et al. 2020 (this publication)","27298358,","HGNC:3037","plasma membrane","HGNC:21307","HGNC:3037 HGNC:21307",""
"703","DSG1","DSC3","DSG1 DSC3","Efremova et al. 2020 (CellphoneDB)","27298358,","HGNC:3048","plasma membrane","HGNC:3037","HGNC:3048 HGNC:3037",""
"704","DSG2","DSC1","DSG2 DSC1","Efremova et al. 2020 (CellphoneDB)","27298358,","HGNC:3049","plasma membrane","HGNC:3035","HGNC:3049 HGNC:3035",""
"705","DSG2","DSC3","DSG2 DSC3","Efremova et al. 2020 (CellphoneDB)","27298358,","HGNC:3049","plasma membrane","HGNC:3037","HGNC:3049 HGNC:3037",""
"706","DSPP","ITGB6","DSPP ITGB6","Hou et al. 2020 (this publication)","27430624,","HGNC:3054","secreted","HGNC:6161","HGNC:3054 HGNC:6161",""
"707","EBI3","IL27RA","EBI3 IL27RA","Ramilowski_2015_Literature_supported","12121660,","HGNC:3129","secreted","HGNC:17290","HGNC:3129 HGNC:17290",""
"708","EBI3","IL6ST","EBI3 IL6ST","Hou et al. 2020 (this publication)","28280243,","HGNC:3129","secreted","HGNC:6021","HGNC:3129 HGNC:6021","Ramilowski_2015_Putative"
"709","ECM1","ITGB4","ECM1 ITGB4","Hou et al. 2020 (this publication)","29059156,","HGNC:3153","secreted","HGNC:6158","HGNC:3153 HGNC:6158",""
"710","EDA","EDA2R","EDA EDA2R","Ramilowski_2015_Literature_supported","12084975,11039935,11039935, 12270937,","HGNC:3157","secreted","HGNC:17756","HGNC:3157 HGNC:17756","CellphoneDB"
"711","EDA","EDAR","EDA EDAR","Ramilowski_2015_Literature_supported","12084975,11039935,11309369,","HGNC:3157","secreted","HGNC:2895","HGNC:3157 HGNC:2895","CellphoneDB"
"712","EDIL3","ITGB3","EDIL3 ITGB3","Hou et al. 2020 (this publication)","28846069,","HGNC:3173","secreted","HGNC:6156","HGNC:3173 HGNC:6156",""
"713","EDN1","EDNRA","EDN1 EDNRA","Ramilowski_2015_Literature_supported","9082970,7647976,10770212,","HGNC:3176","secreted","HGNC:3179","HGNC:3176 HGNC:3179",""
"714","EDN1","EDNRB","EDN1 EDNRB","Ramilowski_2015_Literature_supported","12972292,","HGNC:3176","secreted","HGNC:3180","HGNC:3176 HGNC:3180",""
"715","EDN1","KEL","EDN1 KEL","Ramilowski_2015_Literature_supported","10438732,","HGNC:3176","secreted","HGNC:6308","HGNC:3176 HGNC:6308",""
"716","EDN2","EDNRA","EDN2 EDNRA","Ramilowski_2015_Literature_supported","2175397, 9082970,7647976,","HGNC:3177","secreted","HGNC:3179","HGNC:3177 HGNC:3179","CellphoneDB"
"717","EDN2","EDNRB","EDN2 EDNRB","Ramilowski_2015_Literature_supported","14659083,","HGNC:3177","secreted","HGNC:3180","HGNC:3177 HGNC:3180",""
"718","EDN2","KEL","EDN2 KEL","Ramilowski_2015_Literature_supported","10438732,","HGNC:3177","secreted","HGNC:6308","HGNC:3177 HGNC:6308",""
"719","EDN3","EDNRA","EDN3 EDNRA","Ramilowski_2015_Literature_supported","11982704,","HGNC:3178","secreted","HGNC:3179","HGNC:3178 HGNC:3179",""
"720","EDN3","EDNRB","EDN3 EDNRB","Ramilowski_2015_Literature_supported","8001160, 8086489,7524189, 8460684, 8904635,8001160, 11982704,","HGNC:3178","secreted","HGNC:3180","HGNC:3178 HGNC:3180",""
"721","EDN3","KEL","EDN3 KEL","Ramilowski_2015_Literature_supported","10438732,","HGNC:3178","secreted","HGNC:6308","HGNC:3178 HGNC:6308",""
"722","EFEMP1","EGFR","EFEMP1 EGFR","Ramilowski_2015_Literature_supported","19804359,","HGNC:3218","secreted","HGNC:3236","HGNC:3218 HGNC:3236",""
"723","EFNA1","EPHA1","EFNA1 EPHA1","Ramilowski_2015_Literature_supported","9330863,8755474, 11519828,","HGNC:3221","plasma membrane","HGNC:3385","HGNC:3221 HGNC:3385","CellphoneDB"
"724","EFNA1","EPHA2","EFNA1 EPHA2","Ramilowski_2015_Literature_supported","11248553,14692877, 8755474, 7973638,","HGNC:3221","plasma membrane","HGNC:3386","HGNC:3221 HGNC:3386","CellphoneDB"
"725","EFNA1","EPHA3","EFNA1 EPHA3","Ramilowski_2015_Literature_supported","9330863,8070404,","HGNC:3221","plasma membrane","HGNC:3387","HGNC:3221 HGNC:3387","CellphoneDB"
"726","EFNA1","EPHA4","EFNA1 EPHA4","Ramilowski_2015_Literature_supported","9330863,8755474,","HGNC:3221","plasma membrane","HGNC:3388","HGNC:3221 HGNC:3388","CellphoneDB"
"727","EFNA1","EPHA5","EFNA1 EPHA5","Ramilowski_2015_Literature_supported","9330863,8755474,","HGNC:3221","plasma membrane","HGNC:3389","HGNC:3221 HGNC:3389","CellphoneDB"
"728","EFNA1","EPHA6","EFNA1 EPHA6","Ramilowski_2015_Literature_supported","9330863,8755474,","HGNC:3221","plasma membrane","HGNC:19296","HGNC:3221 HGNC:19296",""
"729","EFNA1","EPHA7","EFNA1 EPHA7","Ramilowski_2015_Literature_supported","9330863,8755474,","HGNC:3221","plasma membrane","HGNC:3390","HGNC:3221 HGNC:3390","CellphoneDB"
"730","EFNA1","EPHA8","EFNA1 EPHA8","Ramilowski_2015_Literature_supported","10515610,","HGNC:3221","plasma membrane","HGNC:3391","HGNC:3221 HGNC:3391","CellphoneDB"
