"","receptor","tf"
"901","CD38","NME2"
"902","ENO1","PTEN"
"903","ENO1","DNMT1"
"904","ENO1","DNMT3A"
"905","ENO1","PCBD1"
"906","ENO1","SIRT1"
"907","ENO1","SIRT2"
"908","ENO1","SIRT3"
"909","ENO1","NME2"
"910","TPO","PTEN"
"911","TPO","DNMT1"
"912","TPO","DNMT3A"
"913","TPO","ENO1"
"914","TPO","PCBD1"
"915","TPO","SIRT1"
"916","TPO","SIRT2"
"917","TPO","SIRT3"
"918","TPO","NME2"
"919","PLD1","PTEN"
"920","PLD1","DNMT1"
"921","PLD1","DNMT3A"
"922","PLD1","ENO1"
"923","PLD1","PCBD1"
"924","PLD1","SIRT1"
"925","PLD1","SIRT2"
"926","PLD1","SIRT3"
"927","PLD1","NME2"
"928","FGFR2","AKT1"
"929","FGFR2","AKT2"
"930","FGFR2","AKT3"
"931","FGFR2","FOXO3"
"932","FGFR2","MAPK1"
"933","FGFR2","MAPK3"
"934","FGFR2","PRKCA"
"935","FGFR2","SOS1"
"936","FGFR2","SOS2"
"937","FGFR2","SRC"
"938","FGFR2","STAT3"
"939","VEGFA","AKT1"
"940","VEGFA","AKT2"
"941","VEGFA","AKT3"
"942","VEGFA","FOXO3"
"943","VEGFA","MAPK1"
"944","VEGFA","MAPK3"
"945","VEGFA","PRKCA"
"946","VEGFA","SOS1"
"947","VEGFA","SOS2"
"948","VEGFA","SRC"
"949","VEGFA","STAT3"
"950","IL6R","AKT1"
"951","IL6R","AKT2"
"952","IL6R","AKT3"
"953","IL6R","FOXO3"
"954","IL6R","MAPK1"
"955","IL6R","MAPK3"
"956","IL6R","PRKCA"
"957","IL6R","SOS1"
"958","IL6R","SOS2"
"959","IL6R","SRC"
"960","IL6R","STAT3"
"961","EGFR","AKT1"
"962","EGFR","AKT2"
"963","EGFR","AKT3"
"964","EGFR","FOXO3"
"965","EGFR","MAPK1"
"966","EGFR","MAPK3"
"967","EGFR","PRKCA"
"968","EGFR","SOS1"
"969","EGFR","SOS2"
"970","EGFR","SRC"
"971","EGFR","STAT3"
"972","PDGFA","AKT1"
"973","PDGFA","AKT2"
"974","PDGFA","AKT3"
"975","PDGFA","FOXO3"
"976","PDGFA","MAPK1"
"977","PDGFA","MAPK3"
"978","PDGFA","PRKCA"
"979","PDGFA","SOS1"
"980","PDGFA","SOS2"
"981","PDGFA","SRC"
"982","PDGFA","STAT3"
"983","PDGFRB","AKT1"
"984","PDGFRB","AKT2"
"985","PDGFRB","AKT3"
"986","PDGFRB","FOXO3"
"987","PDGFRB","MAPK1"
"988","PDGFRB","MAPK3"
"989","PDGFRB","PRKCA"
"990","PDGFRB","SOS1"
"991","PDGFRB","SOS2"
"992","PDGFRB","SRC"
"993","PDGFRB","STAT3"
"994","ERBB2","AKT1"
"995","ERBB2","AKT2"
"996","ERBB2","AKT3"
"997","ERBB2","FOXO3"
"998","ERBB2","MAPK1"
"999","ERBB2","MAPK3"
"1000","ERBB2","PRKCA"
"1001","ERBB2","SOS1"
"1002","ERBB2","SOS2"
"1003","ERBB2","SRC"
"1004","ERBB2","STAT3"
"1005","MET","AKT1"
"1006","MET","AKT2"
"1007","MET","AKT3"
"1008","MET","EGFR"
"1009","MET","FOXO3"
"1010","MET","MAPK1"
"1011","MET","MAPK3"
"1012","MET","PRKCA"
"1013","MET","SOS1"
"1014","MET","SOS2"
"1015","MET","SRC"
"1016","MET","STAT3"
"1017","PDGFD","AKT1"
"1018","PDGFD","AKT2"
"1019","PDGFD","AKT3"
"1020","PDGFD","FOXO3"
"1021","PDGFD","MAPK1"
"1022","PDGFD","MAPK3"
"1023","PDGFD","PRKCA"
"1024","PDGFD","SOS1"
"1025","PDGFD","SOS2"
"1026","PDGFD","SRC"
"1027","PDGFD","STAT3"
"1028","ERBB3","AKT1"
"1029","ERBB3","AKT2"
"1030","ERBB3","AKT3"
"1031","ERBB3","EGFR"
"1032","ERBB3","FOXO3"
"1033","ERBB3","MAPK1"
"1034","ERBB3","MAPK3"
"1035","ERBB3","PRKCA"
"1036","ERBB3","SOS1"
"1037","ERBB3","SOS2"
"1038","ERBB3","SRC"
"1039","ERBB3","STAT3"
"1040","PDGFRA","AKT1"
"1041","PDGFRA","AKT2"
"1042","PDGFRA","AKT3"
"1043","PDGFRA","FOXO3"
"1044","PDGFRA","MAPK1"
"1045","PDGFRA","MAPK3"
"1046","PDGFRA","PRKCA"
"1047","PDGFRA","SOS1"
"1048","PDGFRA","SOS2"
"1049","PDGFRA","SRC"
"1050","PDGFRA","STAT3"
"1051","FGF2","AKT1"
"1052","FGF2","AKT2"
"1053","FGF2","AKT3"
"1054","FGF2","FOXO3"
"1055","FGF2","MAPK1"
"1056","FGF2","MAPK3"
"1057","FGF2","PRKCA"
"1058","FGF2","SOS1"
"1059","FGF2","SOS2"
"1060","FGF2","SRC"
"1061","FGF2","STAT3"
"1062","EGF","AKT1"
"1063","EGF","AKT2"
"1064","EGF","AKT3"
"1065","EGF","EGFR"
"1066","EGF","FOXO3"
"1067","EGF","MAPK1"
"1068","EGF","MAPK3"
"1069","EGF","PRKCA"
"1070","EGF","SOS1"
"1071","EGF","SOS2"
"1072","EGF","SRC"
"1073","EGF","STAT3"
"1074","AXL","AKT1"
"1075","AXL","AKT2"
"1076","AXL","AKT3"
"1077","AXL","FOXO3"
"1078","AXL","MAPK1"
"1079","AXL","MAPK3"
"1080","AXL","PRKCA"
"1081","AXL","SOS1"
"1082","AXL","SOS2"
"1083","AXL","SRC"
"1084","AXL","STAT3"
"1085","IGF1","AKT1"
"1086","IGF1","AKT2"
"1087","IGF1","AKT3"
"1088","IGF1","FOXO3"
"1089","IGF1","MAPK1"
"1090","IGF1","MAPK3"
"1091","IGF1","PRKCA"
"1092","IGF1","SOS1"
"1093","IGF1","SOS2"
"1094","IGF1","SRC"
"1095","IGF1","STAT3"
"1096","PDGFB","AKT1"
"1097","PDGFB","AKT2"
"1098","PDGFB","AKT3"
"1099","PDGFB","FOXO3"
"1100","PDGFB","MAPK1"
"1101","PDGFB","MAPK3"
"1102","PDGFB","PRKCA"
"1103","PDGFB","SOS1"
"1104","PDGFB","SOS2"
"1105","PDGFB","SRC"
"1106","PDGFB","STAT3"
"1107","IGF1R","AKT1"
"1108","IGF1R","AKT2"
"1109","IGF1R","AKT3"
"1110","IGF1R","FOXO3"
"1111","IGF1R","MAPK1"
"1112","IGF1R","MAPK3"
"1113","IGF1R","PRKCA"
"1114","IGF1R","SOS1"
"1115","IGF1R","SOS2"
"1116","IGF1R","SRC"
"1117","IGF1R","STAT3"
"1118","IL6","AKT1"
"1119","IL6","AKT2"
"1120","IL6","AKT3"
"1121","IL6","FOXO3"
"1122","IL6","MAPK1"
"1123","IL6","MAPK3"
"1124","IL6","PRKCA"
"1125","IL6","SOS1"
"1126","IL6","SOS2"
"1127","IL6","SRC"
"1128","IL6","STAT3"
"1129","HGF","AKT1"
"1130","HGF","AKT2"
"1131","HGF","AKT3"
"1132","HGF","EGFR"
"1133","HGF","FOXO3"
"1134","HGF","MAPK1"
"1135","HGF","MAPK3"
"1136","HGF","PRKCA"
"1137","HGF","SOS1"
"1138","HGF","SOS2"
"1139","HGF","SRC"
"1140","HGF","STAT3"
"1141","NRG2","AKT1"
"1142","NRG2","AKT2"
"1143","NRG2","AKT3"
"1144","NRG2","EGFR"
"1145","NRG2","FOXO3"
"1146","NRG2","MAPK1"
"1147","NRG2","MAPK3"
"1148","NRG2","PRKCA"
"1149","NRG2","SOS1"
"1150","NRG2","SOS2"
"1151","NRG2","SRC"
"1152","NRG2","STAT3"
"1153","TGFA","AKT1"
"1154","TGFA","AKT2"
"1155","TGFA","AKT3"
"1156","TGFA","EGFR"
"1157","TGFA","FOXO3"
"1158","TGFA","MAPK1"
"1159","TGFA","MAPK3"
"1160","TGFA","PRKCA"
"1161","TGFA","SOS1"
"1162","TGFA","SOS2"
"1163","TGFA","SRC"
"1164","TGFA","STAT3"
"1165","KDR","AKT1"
"1166","KDR","AKT2"
"1167","KDR","AKT3"
"1168","KDR","FOXO3"
"1169","KDR","MAPK1"
"1170","KDR","MAPK3"
"1171","KDR","PRKCA"
"1172","KDR","SOS1"
"1173","KDR","SOS2"
"1174","KDR","SRC"
"1175","KDR","STAT3"
"1176","FGFR3","AKT1"
"1177","FGFR3","AKT2"
"1178","FGFR3","AKT3"
"1179","FGFR3","FOXO3"
"1180","FGFR3","MAPK1"
"1181","FGFR3","MAPK3"
"1182","FGFR3","PRKCA"
"1183","FGFR3","SOS1"
"1184","FGFR3","SOS2"
"1185","FGFR3","SRC"
"1186","FGFR3","STAT3"
"1187","PDGFC","AKT1"
"1188","PDGFC","AKT2"
"1189","PDGFC","AKT3"
"1190","PDGFC","FOXO3"
"1191","PDGFC","MAPK1"
"1192","PDGFC","MAPK3"
"1193","PDGFC","PRKCA"
"1194","PDGFC","SOS1"
"1195","PDGFC","SOS2"
"1196","PDGFC","SRC"
"1197","PDGFC","STAT3"
"1198","NRG1","AKT1"
"1199","NRG1","AKT2"
"1200","NRG1","AKT3"
"1201","NRG1","EGFR"
"1202","NRG1","FOXO3"
"1203","NRG1","MAPK1"
"1204","NRG1","MAPK3"
"1205","NRG1","PRKCA"
"1206","NRG1","SOS1"
"1207","NRG1","SOS2"
"1208","NRG1","SRC"
"1209","NRG1","STAT3"
"1210","PIK3CB","AKT1"
"1211","PIK3CB","AKT2"
"1212","PIK3CB","AKT3"
"1213","PIK3CB","FOXO3"
"1214","PDGFRA,PDGFRB","AKT1"
"1215","PDGFRA,PDGFRB","AKT2"
"1216","PDGFRA,PDGFRB","AKT3"
"1217","PDGFRA,PDGFRB","FOXO3"
"1218","PDGFRA,PDGFRB","MAPK1"
"1219","PDGFRA,PDGFRB","MAPK3"
"1220","PDGFRA,PDGFRB","PRKCA"
"1221","PDGFRA,PDGFRB","SOS1"
"1222","PDGFRA,PDGFRB","SOS2"
"1223","PDGFRA,PDGFRB","SRC"
"1224","PDGFRA,PDGFRB","STAT3"
"1225","EGFR,ERBB2","AKT1"
"1226","EGFR,ERBB2","AKT2"
"1227","EGFR,ERBB2","AKT3"
"1228","EGFR,ERBB2","FOXO3"
"1229","EGFR,ERBB2","MAPK1"
"1230","EGFR,ERBB2","MAPK3"
"1231","EGFR,ERBB2","PRKCA"
"1232","EGFR,ERBB2","SOS1"
"1233","EGFR,ERBB2","SOS2"
"1234","EGFR,ERBB2","SRC"
"1235","EGFR,ERBB2","STAT3"
"1236","ERBB2,ERBB4","AKT1"
"1237","ERBB2,ERBB4","AKT2"
"1238","ERBB2,ERBB4","AKT3"
"1239","ERBB2,ERBB4","FOXO3"
"1240","ERBB2,ERBB4","MAPK1"
"1241","ERBB2,ERBB4","MAPK3"
"1242","ERBB2,ERBB4","PRKCA"
"1243","ERBB2,ERBB4","SOS1"
"1244","ERBB2,ERBB4","SOS2"
"1245","ERBB2,ERBB4","SRC"
"1246","ERBB2,ERBB4","STAT3"
"1247","ERBB2,ERBB3","AKT1"
"1248","ERBB2,ERBB3","AKT2"
"1249","ERBB2,ERBB3","AKT3"
"1250","ERBB2,ERBB3","EGFR"
"1251","ERBB2,ERBB3","FOXO3"
"1252","ERBB2,ERBB3","MAPK1"
"1253","ERBB2,ERBB3","MAPK3"
"1254","ERBB2,ERBB3","PRKCA"
"1255","ERBB2,ERBB3","SOS1"
"1256","ERBB2,ERBB3","SOS2"
"1257","ERBB2,ERBB3","SRC"
"1258","ERBB2,ERBB3","STAT3"
"1259","FLT1,KDR","AKT1"
"1260","FLT1,KDR","AKT2"
"1261","FLT1,KDR","AKT3"
"1262","FLT1,KDR","FOXO3"
"1263","FLT1,KDR","MAPK1"
"1264","FLT1,KDR","MAPK3"
"1265","FLT1,KDR","PRKCA"
"1266","FLT1,KDR","SOS1"
"1267","FLT1,KDR","SOS2"
"1268","FLT1,KDR","SRC"
"1269","FLT1,KDR","STAT3"
"1270","FLT4,KDR","AKT1"
"1271","FLT4,KDR","AKT2"
"1272","FLT4,KDR","AKT3"
"1273","FLT4,KDR","FOXO3"
"1274","FLT4,KDR","MAPK1"
"1275","FLT4,KDR","MAPK3"
"1276","FLT4,KDR","PRKCA"
"1277","FLT4,KDR","SOS1"
"1278","FLT4,KDR","SOS2"
"1279","FLT4,KDR","SRC"
"1280","FLT4,KDR","STAT3"
"1281","IL6R,IL6ST","AKT1"
"1282","IL6R,IL6ST","AKT2"
"1283","IL6R,IL6ST","AKT3"
"1284","IL6R,IL6ST","FOXO3"
"1285","IL6R,IL6ST","MAPK1"
"1286","IL6R,IL6ST","MAPK3"
"1287","IL6R,IL6ST","PRKCA"
"1288","IL6R,IL6ST","SOS1"
"1289","IL6R,IL6ST","SOS2"
"1290","IL6R,IL6ST","SRC"
"1291","IL6R,IL6ST","STAT3"
"1292","PLXNA1,KDR","AKT1"
"1293","PLXNA1,KDR","AKT2"
"1294","PLXNA1,KDR","AKT3"
"1295","PLXNA1,KDR","FOXO3"
"1296","PLXNA1,KDR","MAPK1"
"1297","PLXNA1,KDR","MAPK3"
"1298","PLXNA1,KDR","PRKCA"
"1299","PLXNA1,KDR","SOS1"
"1300","PLXNA1,KDR","SOS2"
"1301","PLXNA1,KDR","SRC"
"1302","PLXNA1,KDR","STAT3"
"1303","ESR1","AKT1"
"1304","ESR1","AKT2"
"1305","ESR1","AKT3"
"1306","ESR1","EGFR"
"1307","ESR1","FOS"
"1308","ESR1","JUN"
"1309","ESR1","MAPK1"
"1310","ESR1","MAPK3"
"1311","ESR1","SOS1"
"1312","ESR1","SOS2"
"1313","ESR1","SP1"
"1314","ESR1","SRC"
"1315","ESR1","MED1"
"1316","ESR1","NCOA3"
"1317","ESR1","NCOR1"
"1318","MMP2","AKT1"
"1319","MMP2","AKT2"
"1320","MMP2","AKT3"
"1321","MMP2","EGFR"
"1322","MMP2","ESR1"
"1323","MMP2","ESR2"
"1324","MMP2","FOS"
"1325","MMP2","JUN"
"1326","MMP2","MAPK1"
"1327","MMP2","MAPK3"
"1328","MMP2","SOS1"
"1329","MMP2","SOS2"
"1330","MMP2","SP1"
"1331","MMP2","SRC"
"1332","MMP2","MED1"
"1333","MMP2","NCOA3"
"1334","MMP2","NCOR1"
"1335","EGFR","ESR1"
"1336","EGFR","ESR2"
"1337","EGFR","FOS"
"1338","EGFR","JUN"
"1339","EGFR","SP1"
"1340","EGFR","MED1"
"1341","EGFR","NCOA3"
"1342","EGFR","NCOR1"
"1343","ERBB2","EGFR"
"1344","ERBB2","ESR1"
"1345","ERBB2","ESR2"
"1346","ERBB2","FOS"
"1347","ERBB2","JUN"
"1348","ERBB2","SP1"
"1349","ERBB2","MED1"
"1350","ERBB2","NCOA3"
"1351","ERBB2","NCOR1"
"1352","IGF1","EGFR"
"1353","IGF1","ESR1"
"1354","IGF1","ESR2"
"1355","IGF1","FOS"
"1356","IGF1","JUN"
"1357","IGF1","SP1"
"1358","IGF1","MED1"
"1359","IGF1","NCOA3"
"1360","IGF1","NCOR1"
"1361","IGF1R","EGFR"
"1362","IGF1R","ESR1"
"1363","IGF1R","ESR2"
"1364","IGF1R","FOS"
"1365","IGF1R","JUN"
"1366","IGF1R","SP1"
"1367","IGF1R","MED1"
"1368","IGF1R","NCOA3"
"1369","IGF1R","NCOR1"
"1370","MMP9","AKT1"
"1371","MMP9","AKT2"
"1372","MMP9","AKT3"
"1373","MMP9","EGFR"
"1374","MMP9","ESR1"
"1375","MMP9","ESR2"
"1376","MMP9","FOS"
"1377","MMP9","JUN"
"1378","MMP9","MAPK1"
"1379","MMP9","MAPK3"
"1380","MMP9","SOS1"
"1381","MMP9","SOS2"
"1382","MMP9","SP1"
"1383","MMP9","SRC"
"1384","MMP9","MED1"
"1385","MMP9","NCOA3"
"1386","MMP9","NCOR1"
"1387","HBEGF","AKT1"
"1388","HBEGF","AKT2"
"1389","HBEGF","AKT3"
"1390","HBEGF","EGFR"
"1391","HBEGF","ESR1"
"1392","HBEGF","ESR2"
"1393","HBEGF","FOS"
"1394","HBEGF","JUN"
"1395","HBEGF","MAPK1"
"1396","HBEGF","MAPK3"
"1397","HBEGF","SOS1"
"1398","HBEGF","SOS2"
"1399","HBEGF","SP1"
"1400","HBEGF","SRC"
"1401","HBEGF","MED1"
"1402","HBEGF","NCOA3"
"1403","HBEGF","NCOR1"
"1404","JAG1","NOTCH2"
"1405","JAG1","NOTCH3"
"1406","JAG1","NOTCH4"
"1407","ESR2","AKT1"
"1408","ESR2","AKT2"
"1409","ESR2","AKT3"
"1410","ESR2","EGFR"
"1411","ESR2","FOS"
"1412","ESR2","JUN"
"1413","ESR2","MAPK1"
"1414","ESR2","MAPK3"
"1415","ESR2","SOS1"
"1416","ESR2","SOS2"
"1417","ESR2","SP1"
"1418","ESR2","SRC"
"1419","ESR2","MED1"
"1420","ESR2","NCOA3"
"1421","ESR2","NCOR1"
"1422","DLL1","NOTCH2"
"1423","DLL1","NOTCH3"
"1424","DLL1","NOTCH4"
"1425","DLL4","NOTCH2"
"1426","DLL4","NOTCH3"
"1427","DLL4","NOTCH4"
"1428","DLL3","NOTCH2"
"1429","DLL3","NOTCH3"
"1430","DLL3","NOTCH4"
"1431","JAG2","NOTCH2"
"1432","JAG2","NOTCH3"
"1433","JAG2","NOTCH4"
"1434","GPER1","AKT1"
"1435","GPER1","AKT2"
"1436","GPER1","AKT3"
"1437","GPER1","EGFR"
"1438","GPER1","ESR1"
"1439","GPER1","ESR2"
"1440","GPER1","FOS"
"1441","GPER1","JUN"
"1442","GPER1","MAPK1"
"1443","GPER1","MAPK3"
"1444","GPER1","SOS1"
"1445","GPER1","SOS2"
"1446","GPER1","SP1"
"1447","GPER1","SRC"
"1448","GPER1","MED1"
"1449","GPER1","NCOA3"
"1450","GPER1","NCOR1"
"1451","PIK3CB","EGFR"
"1452","PIK3CB","ESR1"
"1453","PIK3CB","ESR2"
"1454","PIK3CB","FOS"
"1455","PIK3CB","JUN"
"1456","PIK3CB","MAPK1"
"1457","PIK3CB","MAPK3"
"1458","PIK3CB","SOS1"
"1459","PIK3CB","SOS2"
"1460","PIK3CB","SP1"
"1461","PIK3CB","SRC"
"1462","PIK3CB","MED1"
"1463","PIK3CB","NCOA3"
"1464","PIK3CB","NCOR1"
"1465","ADCY8","AKT1"
"1466","ADCY8","AKT2"
"1467","ADCY8","AKT3"
"1468","ADCY8","EGFR"
"1469","ADCY8","ESR1"
"1470","ADCY8","ESR2"
"1471","ADCY8","FOS"
"1472","ADCY8","JUN"
"1473","ADCY8","MAPK1"
"1474","ADCY8","MAPK3"
"1475","ADCY8","SOS1"
"1476","ADCY8","SOS2"
"1477","ADCY8","SP1"
"1478","ADCY8","SRC"
"1479","ADCY8","MED1"
"1480","ADCY8","NCOA3"
"1481","ADCY8","NCOR1"
"1482","ADCY1","AKT1"
"1483","ADCY1","AKT2"
"1484","ADCY1","AKT3"
"1485","ADCY1","EGFR"
"1486","ADCY1","ESR1"
"1487","ADCY1","ESR2"
"1488","ADCY1","FOS"
"1489","ADCY1","JUN"
"1490","ADCY1","MAPK1"
"1491","ADCY1","MAPK3"
"1492","ADCY1","SOS1"
"1493","ADCY1","SOS2"
"1494","ADCY1","SP1"
"1495","ADCY1","SRC"
"1496","ADCY1","MED1"
"1497","ADCY1","NCOA3"
"1498","ADCY1","NCOR1"
"1499","ADCY7","AKT1"
"1500","ADCY7","AKT2"
"1501","ADCY7","AKT3"
"1502","ADCY7","EGFR"
"1503","ADCY7","ESR1"
"1504","ADCY7","ESR2"
"1505","ADCY7","FOS"
"1506","ADCY7","JUN"
"1507","ADCY7","MAPK1"
"1508","ADCY7","MAPK3"
"1509","ADCY7","SOS1"
"1510","ADCY7","SOS2"
"1511","ADCY7","SP1"
"1512","ADCY7","SRC"
"1513","ADCY7","MED1"
"1514","ADCY7","NCOA3"
"1515","ADCY7","NCOR1"
"1516","ADCY9","AKT1"
"1517","ADCY9","AKT2"
"1518","ADCY9","AKT3"
"1519","ADCY9","EGFR"
"1520","ADCY9","ESR1"
"1521","ADCY9","ESR2"
"1522","ADCY9","FOS"
"1523","ADCY9","JUN"
"1524","ADCY9","MAPK1"
"1525","ADCY9","MAPK3"
"1526","ADCY9","SOS1"
"1527","ADCY9","SOS2"
"1528","ADCY9","SP1"
"1529","ADCY9","SRC"
"1530","ADCY9","MED1"
"1531","ADCY9","NCOA3"
"1532","ADCY9","NCOR1"
"1533","EGFR,ERBB2","EGFR"
"1534","EGFR,ERBB2","ESR1"
"1535","EGFR,ERBB2","ESR2"
"1536","EGFR,ERBB2","FOS"
"1537","EGFR,ERBB2","JUN"
"1538","EGFR,ERBB2","SP1"
"1539","EGFR,ERBB2","MED1"
"1540","EGFR,ERBB2","NCOA3"
"1541","EGFR,ERBB2","NCOR1"
"1542","ERBB2,ERBB4","EGFR"
"1543","ERBB2,ERBB4","ESR1"
"1544","ERBB2,ERBB4","ESR2"
"1545","ERBB2,ERBB4","FOS"
"1546","ERBB2,ERBB4","JUN"
"1547","ERBB2,ERBB4","SP1"
"1548","ERBB2,ERBB4","MED1"
"1549","ERBB2,ERBB4","NCOA3"
"1550","ERBB2,ERBB4","NCOR1"
"1551","ERBB2,ERBB3","ESR1"
"1552","ERBB2,ERBB3","ESR2"
"1553","ERBB2,ERBB3","FOS"
"1554","ERBB2,ERBB3","JUN"
"1555","ERBB2,ERBB3","SP1"
"1556","ERBB2,ERBB3","MED1"
"1557","ERBB2,ERBB3","NCOA3"
"1558","ERBB2,ERBB3","NCOR1"
"1559","IKBKG","IL1B"
"1560","IKBKG","IL6"
"1561","IKBKG","NFKB1"
"1562","IKBKG","RELA"
"1563","IKBKG","TNF"
"1564","ERBB2","CDKN1A"
"1565","FASLG","ATM"
"1566","FASLG","BBC3"
"1567","FASLG","TP53"
"1568","FAS","ATM"
"1569","FAS","BBC3"
"1570","FAS","TP53"
"1571","PIK3CB","CDKN1A"
"1572","EGFR,ERBB2","CDKN1A"
"1573","ERBB2,ERBB4","CDKN1A"
"1574","ERBB2,ERBB3","CDKN1A"
"1575","RXRB","NR1H3"
"1576","RXRB","SCD5"
"1577","RXRA","NR1H3"
"1578","RXRA","SCD5"
"1579","RXRG","NR1H3"
"1580","RXRG","SCD5"
"1581","PPARG","NR1H3"
"1582","PPARG","SCD5"
"1583","PPARA","NR1H3"
"1584","PPARA","SCD5"
"1585","FGFR2","ATF4"
"1586","FGFR2","ELK1"
"1587","FGFR2","ELK4"
"1588","FGFR2","FOS"
"1589","FGFR2","IKBKB"
"1590","FGFR2","IKBKG"
"1591","FGFR2","JUN"
"1592","FGFR2","JUND"
"1593","FGFR2","MAPK10"
"1594","FGFR2","MAPK8"
"1595","FGFR2","MAPK9"
"1596","FGFR2","MYC"
"1597","FGFR2","NFATC1"
"1598","FGFR2","NFATC3"
"1599","FGFR2","NFKB1"
"1600","FGFR2","NFKB2"
"1601","FGFR2","RELA"
"1602","FGFR2","RELB"
"1603","FGFR2","SRF"
"1604","FGFR2","TP53"
"1605","NGF","ATF4"
"1606","NGF","EGFR"
"1607","NGF","ELK1"
"1608","NGF","ELK4"
"1609","NGF","FOS"
"1610","NGF","IKBKB"
"1611","NGF","IKBKG"
"1612","NGF","JUN"
"1613","NGF","JUND"
"1614","NGF","MAPK1"
"1615","NGF","MAPK10"
"1616","NGF","MAPK3"
"1617","NGF","MAPK8"
"1618","NGF","MAPK9"
"1619","NGF","MYC"
"1620","NGF","NFATC1"
"1621","NGF","NFATC3"
"1622","NGF","NFKB1"
"1623","NGF","NFKB2"
"1624","NGF","RELA"
"1625","NGF","RELB"
"1626","NGF","SOS1"
"1627","NGF","SOS2"
"1628","NGF","SRF"
"1629","NGF","TP53"
"1630","NGF","FLT1"
"1631","INSR","ATF4"
"1632","INSR","ELK1"
"1633","INSR","ELK4"
"1634","INSR","FOS"
"1635","INSR","IKBKB"
"1636","INSR","IKBKG"
"1637","INSR","JUN"
"1638","INSR","JUND"
"1639","INSR","MAPK1"
"1640","INSR","MAPK10"
"1641","INSR","MAPK3"
"1642","INSR","MAPK8"
"1643","INSR","MAPK9"
"1644","INSR","MYC"
"1645","INSR","NFATC1"
"1646","INSR","NFATC3"
"1647","INSR","NFKB1"
"1648","INSR","NFKB2"
"1649","INSR","RELA"
"1650","INSR","RELB"
"1651","INSR","SOS1"
"1652","INSR","SOS2"
"1653","INSR","SRF"
"1654","INSR","TP53"
"1655","TGFB1","ATF2"
"1656","TGFB1","ATF4"
"1657","TGFB1","DAXX"
"1658","TGFB1","DDIT3"
"1659","TGFB1","ELK1"
"1660","TGFB1","ELK4"
"1661","TGFB1","FOS"
"1662","TGFB1","MAPK11"
"1663","TGFB1","MAPK12"
"1664","TGFB1","MAPK13"
"1665","TGFB1","MAPK14"
"1666","TGFB1","MAX"
"1667","TGFB1","MEF2C"
"1668","TGFB1","SRF"
"1669","TGFB1","TP53"
"1670","NTRK2","ATF4"
"1671","NTRK2","ELK1"
"1672","NTRK2","ELK4"
"1673","NTRK2","FOS"
"1674","NTRK2","IKBKB"
"1675","NTRK2","IKBKG"
"1676","NTRK2","JUN"
"1677","NTRK2","JUND"
"1678","NTRK2","MAPK1"
"1679","NTRK2","MAPK10"
"1680","NTRK2","MAPK3"
"1681","NTRK2","MAPK8"
"1682","NTRK2","MAPK9"
"1683","NTRK2","MYC"
"1684","NTRK2","NFATC1"
"1685","NTRK2","NFATC3"
"1686","NTRK2","NFKB1"
"1687","NTRK2","NFKB2"
"1688","NTRK2","RELA"
"1689","NTRK2","RELB"
"1690","NTRK2","SOS1"
"1691","NTRK2","SOS2"
"1692","NTRK2","SRF"
"1693","NTRK2","TP53"
"1694","PGF","ATF4"
"1695","PGF","EGFR"
"1696","PGF","ELK1"
"1697","PGF","ELK4"
"1698","PGF","FOS"
"1699","PGF","IKBKB"
"1700","PGF","IKBKG"
"1701","PGF","JUN"
"1702","PGF","JUND"
"1703","PGF","MAPK1"
"1704","PGF","MAPK10"
"1705","PGF","MAPK3"
"1706","PGF","MAPK8"
"1707","PGF","MAPK9"
"1708","PGF","MYC"
"1709","PGF","NFATC1"
"1710","PGF","NFATC3"
"1711","PGF","NFKB1"
"1712","PGF","NFKB2"
"1713","PGF","RELA"
"1714","PGF","RELB"
"1715","PGF","SOS1"
"1716","PGF","SOS2"
"1717","PGF","SRF"
"1718","PGF","TP53"
"1719","PGF","FLT1"
"1720","VEGFA","ATF4"
"1721","VEGFA","EGFR"
"1722","VEGFA","ELK1"
"1723","VEGFA","ELK4"
"1724","VEGFA","FOS"
"1725","VEGFA","IKBKB"
"1726","VEGFA","IKBKG"
"1727","VEGFA","JUN"
"1728","VEGFA","JUND"
"1729","VEGFA","MAPK10"
"1730","VEGFA","MAPK8"
"1731","VEGFA","MAPK9"
"1732","VEGFA","MYC"
"1733","VEGFA","NFATC1"
"1734","VEGFA","NFATC3"
"1735","VEGFA","NFKB1"
"1736","VEGFA","NFKB2"
"1737","VEGFA","RELA"
"1738","VEGFA","RELB"
"1739","VEGFA","SRF"
"1740","VEGFA","TP53"
"1741","VEGFA","FLT1"
"1742","TGFBR1","ATF2"
"1743","TGFBR1","ATF4"
"1744","TGFBR1","DAXX"
"1745","TGFBR1","DDIT3"
"1746","TGFBR1","ELK1"
"1747","TGFBR1","ELK4"
"1748","TGFBR1","FOS"
"1749","TGFBR1","MAPK11"
"1750","TGFBR1","MAPK12"
"1751","TGFBR1","MAPK13"
"1752","TGFBR1","MAPK14"
"1753","TGFBR1","MAX"
"1754","TGFBR1","MEF2C"
"1755","TGFBR1","SRF"
"1756","TGFBR1","TP53"
"1757","EGFR","ATF4"
"1758","EGFR","ELK1"
"1759","EGFR","ELK4"
"1760","EGFR","IKBKB"
"1761","EGFR","IKBKG"
"1762","EGFR","JUND"
"1763","EGFR","MAPK10"
