"","ligand","receptor"
"3130","H2-Q7","Kir3dl1"
"3131","H2-T23","Klrd1,Klrc1"
"3132","H2-T23","Klrd1,Klrc2"
"3133","Has2","Hmmr"
"3134","Hmgb1","Havcr2"
"3135","Lgals9","Havcr2"
"3136","Hbegf","Prlr"
"3137","Hc","Mtnr1a"
"3138","Hcrt","Hcrtr1"
"3139","Hcrt","Hcrtr2"
"3140","Hcrt","Npffr2"
"3141","Hdc","Hrh1"
"3142","Hdc","Hrh2"
"3143","Hdc","Hrh3"
"3144","Hdc","Hrh4"
"3145","Hebp1","Mtnr1a"
"3146","Hgf","Itgb1"
"3147","Hgf","Met"
"3148","Hgf","Nrp1"
"3149","Hgf","Nrp2"
"3150","Hgf","Plxnb1"
"3151","Hgf","Sdc1"
"3152","Hgf","Sdc2"
"3153","Hgf","St14"
"3154","Ihh","Hhip"
"3155","Shh","Hhip"
"3156","Rgma","Hjv"
"3157","Rgmb","Hjv"
"3158","Hmgb1","Itgam"
"3159","Hmgb1","Itgav"
"3160","Hmgb1","Itgb3"
"3161","Hmgb1","Ly96"
"3162","Hmgb1","Sdc1"
"3163","Hmgb1","Thbd"
"3164","Hmgb1","Tlr1"
"3165","Hmgb1","Tlr2"
"3166","Hmgb1","Tlr4"
"3167","Hmgb1","Tlr9"
"3168","Hp","Itgam"
"3169","Hp","Itgb2"
"3170","Hpx","Lrp1"
"3171","Hras","Insr"
"3172","Hras","Sdc2"
"3173","Hras","Tlr2"
"3174","Hras","Tlr9"
"3175","Il6","Hrh1"
"3176","Hsp90aa1","Lrp1"
"3177","Hspa1a","Tlr4"
"3178","Hspa1b","Lrp1"
"3179","Hspg2","Itga2"
"3180","Hspg2","Itgb1"
"3181","Hspg2","Lrp1"
"3182","Hspg2","Lrp2"
"3183","Hspg2","Ptprs"
"3184","Hspg2","Sdc1"
"3185","Tph1","Htr1a"
"3186","Tph1","Htr1b"
"3187","Tph1","Htr1f"
"3188","Pon2","Htr2a"
"3189","Tph1","Htr2a"
"3190","Tph1","Htr2b"
"3191","Lin7c","Htr2c"
"3192","Tph1","Htr2c"
"3193","Tph1","Htr4"
"3194","Tph1","Htr5a"
"3195","Tph1","Htr6"
"3196","Tph1","Htr7"
"3197","Iapp","Ide"
"3198","Iapp","Pth1r"
"3199","Iapp","Ramp1"
"3200","Iapp","Ramp2"
"3201","Iapp","Ramp3"
"3202","Iapp","Tshr"
"3203","Iapp","Vipr1"
"3204","Ibsp","Itgav,Itgb3"
"3205","Ibsp","Itgav,Itgb5"
"3206","Icam1","Il2ra"
"3207","Icam1","Il2rg"
"3208","Icam1","Itgal"
"3209","Itgb2,Itgal","Icam1,Itgb2"
"3210","Icam1","Itgal,Itgb2l"
"3211","Itgb2,Itgam","Icam1,Itgb2"
"3212","Icam1","Itgam,Itgb2l"
"3213","Icam1","Itgav"
"3214","Itgax,Itgb2","Icam1,Itgb2"
"3215","Icam1","Itgb2"
"3216","Itgb2l","Icam1"
"3217","Icam1","Muc1"
"3218","Spn","Icam1"
"3219","Icam2","Itgb2,Itgal"
"3220","Icam2","Itgal,Itgb2l"
"3221","Icam2","Itgam,Itgb2"
"3222","Icam2","Itgam,Itgb2l"
"3223","Icam2","Itgb2"
"3224","Itgb2l","Icam2"
"3225","Icam5","Itgal"
"3226","Icam5","Itgb2"
"3227","Icosl","Icos"
"3228","Tnf","Icos"
"3229","Igf2","Ide"
"3230","Ins2","Ide"
"3231","Ifna11","Ifnar1,Ifnar2"
"3232","Ifna12","Ifnar1,Ifnar2"
"3233","Ifna13","Ifnar1,Ifnar2"
"3234","Ifna14","Ifnar1,Ifnar2"
"3235","Ifna15","Ifnar1,Ifnar2"
"3236","Ifna16","Ifnar1,Ifnar2"
"3237","Ifna1","Ifnar1,Ifnar2"
"3238","Ifna2","Ifnar1,Ifnar2"
"3239","Ifna4","Ifnar1,Ifnar2"
"3240","Ifna5","Ifnar1,Ifnar2"
"3241","Ifna6","Ifnar1,Ifnar2"
"3242","Ifna7","Ifnar1,Ifnar2"
"3243","Ifna9","Ifnar1,Ifnar2"
"3244","Ifnab","Ifnar1,Ifnar2"
"3245","Ifne","Ifnar1,Ifnar2"
"3246","Ifnl2","Il10rb,Ifnlr1"
"3247","Ifnl3","Ifnlr1,Il10rb"
"3248","Igf1","Igf1r"
"3249","Igf1","Insr"
"3250","Igf1","Itgb4,Itga6"
"3251","Igf1","Itgav,Itgb3"
"3252","Igf1","Trpv2"
"3253","Igf2","Igf1r"
"3254","Ins2","Igf1r"
"3255","Wnt3a","Igf1r"
"3256","Igf2","Igf2r"
"3257","Igf2","Insr"
"3258","Igf2","Itga6,Itgb4"
"3259","Igf2","Itgav,Itgb3"
"3260","Plau","Igf2r"
"3261","Plg","Igf2r"
"3262","Igfbp4","Lrp6"
"3263","Lgals9","Ighm"
"3264","Igsf11","Vsir"
"3265","Ihh","Ptch1"
"3266","Ihh","Ptch2"
"3267","Ihh","Smo"
"3268","Il10","Il10ra,Il10rb"
"3269","Il10","Sirpa"
"3270","Il22","Il10ra"
"3271","Il22","Il22ra1,Il10rb"
"3272","Ucn2","Il10rb"
"3273","Ucn3","Il10rb"
"3274","Il11","Il11ra1,Il6st"
"3275","Il11","Il11ra2,Il6st"
"3276","Il15","Il11ra1"
"3277","Osm","Il11ra1"
"3278","Il12a,Il12b","Il12rb1,Il12rb2"
"3279","Il27,Il12a","Il27ra,Il12rb2"
"3280","Il12b","Il12rb1,Il12rb2"
"3281","Il12b,Il23a","Il12rb1,Il23r"
"3282","Il23a","Il23r,Il12rb1"
"3283","Il13","Il13ra1"
"3284","Il13","Il13ra1,Il4ra"
"3285","Il13","Il13ra2"
"3286","Il13","Il4ra,Il13ra2"
"3287","Il13","Il2rg"
"3288","Il13","Tmem219"
"3289","Il4","Il13ra1,Il4ra"
"3290","Il4","Il13ra2"
"3291","Il4","Il4ra,Il13ra2"
"3292","Lgals3","Il13ra2"
"3293","Nampt","Il13ra2"
"3294","Tnfsf9","Il13ra2"
"3295","Il15","Il15ra"
"3296","Il15","Il15ra,Il2rb"
"3297","Il15","Il15ra,Il2rb,Il2rg"
"3298","Il15","Il2ra"
"3299","Il15","Il2rb,Il2rg"
"3300","Il16","Kcna3"
"3301","Il16","Kcnd1"
"3302","Il16","Kcnd2"
"3303","Il16","Kcnj10"
"3304","Il16","Kcnj15"
"3305","Il16","Kcnj4"
"3306","Il17a,Il17f","Il17ra,Il17rc"
"3307","Il17a","Il17ra,Il17rc"
"3308","Il17a","Il17rd"
"3309","Il17b","Il17rb"
"3310","Il17c","Il17ra,Il17re"
"3311","Il17f","Il17ra,Il17rc"
"3312","Il25","Il17ra,Il17rb"
"3313","Il25","Il17rb"
"3314","Il18","Il18,Il18r1,Il18rap"
"3315","Il18","Il18bp"
"3316","Il18","Il18r1,Il18rap"
"3317","Il18","Il1rapl1"
"3318","Il18","Il1rl2"
"3319","Il19","Il20ra,Il20rb"
"3320","Il1a","Il1r1,Il1rap"
"3321","Il1a","Il1r2"
"3322","Il1a","Il1r2,Il1rap"
"3323","Il1b","Il1r1,Il1rap"
"3324","Il1b","Il1r2"
"3325","Il1b","Il1r2,Il1rap"
"3326","Il1f10","Il1r1"
"3327","Il1f10","Il1rl2,Il1rap"
"3328","Il1f10","Il1rapl1"
"3329","Il1f10","Il1rapl2"
"3330","Il1f10","Il1rl2"
"3331","Il1f10","Sigirr"
"3332","Il1rn","Il1r1,Il1rap"
"3333","Il1rn","Il1r1"
"3334","Il1rn","Il1r2,Il1rap"
"3335","Il1rn","Il1r2"
"3336","Il33","Il1rl1,Il1rap"
"3337","Il36a","Il1rl2,Il1rap"
"3338","Il36b","Il1rl2,Il1rap"
"3339","Il36rn","Il1rl2,Il1rap"
"3340","Il1rapl1","Ptprd"
"3341","Il1rapl1","Ptprf"
"3342","Il1rapl1","Ptprs"
"3343","Il1rn","Il1rl2"
"3344","Il36rn","Il1rl2"
"3345","Il20","Il20ra,Il20rb"
"3346","Il20","Il22ra1,Il20rb"
"3347","Il24","Il20ra,Il20rb"
"3348","Il22","Il22ra1,Il20rb"
"3349","Il24","Il22ra1,Il20rb"
"3350","Il21","Il21r,Il2rg"
"3351","Il22","Il21r"
"3352","Il22","Il22ra2"
"3353","Il24","Notch2"
"3354","Il2","Il2ra,Il2rb"
"3355","Il2","Il2ra,Il2rb,Il2rg"
"3356","Il2","Il2rb,Il2rg"
"3357","Il2","Ngfr"
"3358","Il3","Il2ra"
"3359","Il4","Il2ra"
"3360","Il4","Il2rg,Il4ra"
"3361","Il7","Il7r,Il2rg"
"3362","Il9","Il9r,Il2rg"
"3363","Il33","Kit"
"3364","Il34","Ptprz1"
"3365","Il36b","Il36rn"
"3366","Il3","Il4ra"
"3367","Il4","Il4ra"
"3368","Il4","Tlr2"
"3369","Il6","Il6ra,Il6st"
"3370","Lif","Lifr,Il6st"
"3371","Osm","Lifr,Il6st"
"3372","Osm","Osmr,Il6st"
"3373","Inha","Tgfbr3"
"3374","Inhba","Tgfbr1"
"3375","Inhba","Tgfbr3"
"3376","Ins1","Insr"
"3377","Ins2","Insr"
"3378","Ins2","Lrp2"
"3379","Insl3","Rxfp1"
"3380","Insl3","Rxfp2"
"3381","Insl3","Rxfp3"
"3382","Insl3","Rxfp4"
"3383","Insl5","Mtnr1a"
"3384","Insl5","Rxfp1"
"3385","Insl5","Rxfp2"
"3386","Insl5","Rxfp3"
"3387","Insl5","Rxfp4"
"3388","Nampt","Insr"
"3389","Sorbs1","Insr"
"3390","Lama1","Itga1,Itgb1"
"3391","Lama2","Itga1,Itgb1"
"3392","Lama3","Itga1,Itgb1"
"3393","Lama4","Itga1,Itgb1"
"3394","Lama5","Itga1,Itgb1"
"3395","Lamb1","Itga1,Itgb1"
"3396","Lamb2","Itga1,Itgb1"
"3397","Lamb3","Itga1,Itgb1"
"3398","Lamc1","Itga1,Itgb1"
"3399","Lamc2","Itga1,Itgb1"
"3400","Lamc3","Itga1,Itgb1"
"3401","Sema7a","Itgb1,Itga1"
"3402","Matn1","Itga1"
"3403","Sorbs1","Itga1"
"3404","Thbs1","Itga1"
"3405","Vegfd","Itga1"
"3406","Lama1","Itga2,Itgb1"
"3407","Lama2","Itga2,Itgb1"
"3408","Lama3","Itga2,Itgb1"
"3409","Lama4","Itga2,Itgb1"
"3410","Lama5","Itga2,Itgb1"
"3411","Lamb1","Itga2,Itgb1"
"3412","Lamb2","Itga2,Itgb1"
"3413","Lamb3","Itga2,Itgb1"
"3414","Lamc1","Itgb1,Itga2"
"3415","Lamc2","Itga2,Itgb1"
"3416","Lamc3","Itga2,Itgb1"
"3417","Mmp1a","Itga2"
"3418","Thbs1","Itga2"
"3419","Tnc","Itga2"
"3420","Vegfd","Itga2"
"3421","Vwf","Itga2"
"3422","Plg","Itga2b,Itgb3"
"3423","Thbs1","Itga2b,Itgb3"
"3424","Tnc","Itga2b,Itgb3"
"3425","Tnn","Itga2b,Itgb3"
"3426","Tnr","Itga2b,Itgb3"
"3427","Tnxb","Itga2b,Itgb3"
"3428","Vtn","Itga2b,Itgb3"
"3429","Vwf","Itga2b,Itgb3"
"3430","Reln","Itga2b"
"3431","Tnfsf11","Itga2b"
"3432","Jam2","Itga3,Itgb1"
"3433","Lama1","Itga3,Itgb1"
"3434","Lama2","Itga3,Itgb1"
"3435","Lama3","Itgb1,Itga3"
"3436","Lama4","Itga3,Itgb1"
"3437","Lama5","Itga3,Itgb1"
"3438","Lamb1","Itga3,Itgb1"
"3439","Lamb2","Itga3,Itgb1"
"3440","Lamb3","Itga3,Itgb1"
"3441","Lamc1","Itga3,Itgb1"
"3442","Lamc2","Itga3,Itgb1"
"3443","Lamc3","Itga3,Itgb1"
"3444","Reln","Itga3,Itgb1"
"3445","Thbs1","Itgb1,Itga3"
"3446","Thbs2","Itga3,Itgb1"
"3447","Thbs3","Itga3,Itgb1"
"3448","Thbs4","Itga3,Itgb1"
"3449","Lgals3","Itga3"
"3450","Lgals8","Itga3"
"3451","Nid1","Itga3"
"3452","Plau","Itga3"
"3453","Timp2","Itga3"
"3454","Vtn","Itga3"
"3455","Jam2","Itgb1,Itga4"
"3456","Mdk","Itga4,Itgb1"
"3457","Itgb1,Itga4","Plaur"
"3458","Spp1","Itgb1,Itga4"
"3459","Tnc","Itgb1,Itga4"
"3460","Vcam1","Itgb1,Itga4"
"3461","L1cam","Itga4,Itgb7"
"3462","Vcam1","Itgb7,Itga4"
"3463","Jam3","Itga4"
"3464","Spon2","Itga4"
"3465","Tgm2","Itga4"
"3466","Thbs1","Itga4"
"3467","Thbs2","Itga4"
"3468","Vasp","Itga4"
"3469","Vcan","Itga4"
"3470","Vegfd","Itga4"
"3471","Vwf","Itga4"
"3472","L1cam","Itgb1,Itga5"
"3473","Nampt","Itga5,Itgb1"
"3474","Spp1","Itga5,Itgb1"
"3475","Plau","Itga5"
"3476","Postn","Itga5"
"3477","Reln","Itga5"
"3478","Spon2","Itga5"
"3479","Thbs1","Itga5"
"3480","Tnc","Itga5"
"3481","Vegfd","Itga5"
"3482","Vtn","Itga5"
"3483","Lama1","Itga6,Itgb1"
"3484","Lama2","Itga6,Itgb1"
"3485","Lama3","Itga6,Itgb1"
"3486","Lama4","Itga6,Itgb1"
"3487","Lama5","Itga6,Itgb1"
"3488","Lamb1","Itga6,Itgb1"
"3489","Lamb2","Itga6,Itgb1"
"3490","Lamb3","Itga6,Itgb1"
"3491","Lamc1","Itgb1,Itga6"
"3492","Lamc2","Itga6,Itgb1"
"3493","Lamc3","Itga6,Itgb1"
"3494","Mdk","Itga6,Itgb1"
"3495","Lama1","Itga6,Itgb4"
"3496","Lama2","Itga6,Itgb4"
"3497","Lama3","Itga6,Itgb4"
"3498","Lama4","Itga6,Itgb4"
"3499","Lama5","Itga6,Itgb4"
"3500","Lamb1","Itga6,Itgb4"
"3501","Lamb2","Itga6,Itgb4"
"3502","Lamb3","Itga6,Itgb4"
"3503","Lamc1","Itga6,Itgb4"
"3504","Lamc2","Itga6,Itgb4"
"3505","Lamc3","Itga6,Itgb4"
"3506","Itgb4,Itga6","Nrg1"
"3507","Thbs1","Itga6"
"3508","Thbs2","Itga6"
"3509","Lama1","Itga7,Itgb1"
"3510","Lama2","Itga7,Itgb1"
"3511","Lama3","Itga7,Itgb1"
"3512","Lama4","Itga7,Itgb1"
"3513","Lama5","Itga7,Itgb1"
"3514","Lamb1","Itga7,Itgb1"
"3515","Lamb2","Itga7,Itgb1"
"3516","Lamb3","Itga7,Itgb1"
"3517","Lamc1","Itgb1,Itga7"
"3518","Lamc2","Itga7,Itgb1"
"3519","Lamc3","Itga7,Itgb1"
"3520","Tnc","Itga7"
"3521","Npnt","Itga8,Itgb1"
"3522","Spp1","Itga8,Itgb1"
"3523","Tnc","Itgb1,Itga8"
"3524","Tnn","Itga8,Itgb1"
"3525","Tnr","Itga8,Itgb1"
"3526","Tnxb","Itga8,Itgb1"
"3527","Vtn","Itga8,Itgb1"
"3528","Lama1","Itga9,Itgb1"
"3529","Lama2","Itga9,Itgb1"
"3530","Lama3","Itga9,Itgb1"
"3531","Lama4","Itga9,Itgb1"
"3532","Lama5","Itga9,Itgb1"
"3533","Lamb1","Itga9,Itgb1"
"3534","Lamb2","Itga9,Itgb1"
"3535","Lamb3","Itga9,Itgb1"
"3536","Lamc1","Itga9,Itgb1"
"3537","Lamc2","Itga9,Itgb1"
"3538","Lamc3","Itga9,Itgb1"
"3539","Spp1","Itgb1,Itga9"
"3540","Tnc","Itgb1,Itga9"
"3541","Tnn","Itga9,Itgb1"
"3542","Tnr","Itga9,Itgb1"
"3543","Tnxb","Itga9,Itgb1"
"3544","Vcam1","Itgb1,Itga9"
"3545","Plg","Itga9"
"3546","Tgm2","Itga9"
"3547","Vegfa","Itga9"
"3548","Vegfc","Itga9"
"3549","Vegfd","Itga9"
"3550","Vcam1","Itgb2,Itgad"
"3551","Jam3","Itgal"
"3552","Jam3","Itgb2,Itgam"
"3553","Thy1","Itgb2,Itgam"
"3554","Jam3","Itgam,Itgb2l"
"3555","Kng1","Itgam"
"3556","Mmp9","Itgam"
"3557","Plat","Itgam"
"3558","Plau","Itgam"
"3559","Plg","Itgam"
"3560","Selplg","Itgam"
"3561","Spon2","Itgam"
"3562","Jam2","Itgav,Itgb1"
"3563","Spp1","Itgav,Itgb1"
"3564","Vtn","Itgb1,Itgav"
"3565","L1cam","Itgav,Itgb3"
"3566","Lamc1","Itgav,Itgb3"
"3567","Mmp2","Itgav,Itgb3"
"3568","Nrg1","Itgav,Itgb3"
"3569","Omd","Itgav,Itgb3"
"3570","Itgav,Itgb3","Plaur"
"3571","Postn","Itgav,Itgb3"
"3572","Ptn","Itgav,Itgb3"
"3573","Spp1","Itgav,Itgb3"
"3574","Thbs1","Itgav,Itgb3"
"3575","Thbs2","Itgav,Itgb3"
"3576","Thbs3","Itgav,Itgb3"
"3577","Thbs4","Itgav,Itgb3"
"3578","Thy1","Itgav,Itgb3"
"3579","Tnc","Itgav,Itgb3"
"3580","Tnn","Itgav,Itgb3"
"3581","Tnr","Itgav,Itgb3"
"3582","Tnxb","Itgav,Itgb3"
"3583","Vtn","Itgav,Itgb3"
"3584","Vwf","Itgav,Itgb3"
"3585","Postn","Itgav,Itgb5"
"3586","Spp1","Itgav,Itgb5"
"3587","Vtn","Itgav,Itgb5"
"3588","Spp1","Itgav,Itgb6"
"3589","Tgfb1","Itgav,Itgb6"
"3590","Tnc","Itgav,Itgb6"
"3591","Tnn","Itgav,Itgb6"
"3592","Tnr","Itgav,Itgb6"
"3593","Tnxb","Itgav,Itgb6"
"3594","Lama1","Itgav,Itgb8"
"3595","Lama2","Itgav,Itgb8"
"3596","Lama3","Itgav,Itgb8"
"3597","Lama4","Itgav,Itgb8"
"3598","Lama5","Itgav,Itgb8"
"3599","Lamb1","Itgav,Itgb8"
"3600","Lamb2","Itgav,Itgb8"
"3601","Lamb3","Itgav,Itgb8"
"3602","Lamc1","Itgav,Itgb8"
"3603","Lamc2","Itgav,Itgb8"
"3604","Lamc3","Itgav,Itgb8"
"3605","Vtn","Itgav,Itgb8"
"3606","Mfge8","Itgav"
"3607","Nid1","Itgav"
"3608","Pdgfb","Itgav"
"3609","Plau","Itgav"
"3610","Serpine1","Itgav"
"3611","Vegfa","Itgav"
"3612","Vtn","Itgav"
"3613","Thy1","Itgax,Itgb2"
"3614","Itgb1bp1","Itgb1"
"3615","Jam3","Itgb1"
"3616","Lgals1","Itgb1"
"3617","Lgals3","Itgb1"
"3618","Lgals3bp","Itgb1"
"3619","Lum","Itgb1"
"3620","Matn1","Itgb1"
"3621","Mfge8","Itgb1"
"3622","Mmp2","Itgb1"
"3623","Nid1","Itgb1"
"3624","Plau","Itgb1"
"3625","Plg","Itgb1"
"3626","Postn","Itgb1"
"3627","Spon2","Itgb1"
"3628","Tgfb1","Itgb1"
"3629","Tgfb3","Itgb1"
"3630","Tgm2","Itgb1"
"3631","Timp1","Itgb1"
"3632","Timp2","Itgb1"
"3633","Vcan","Itgb1"
"3634","Vegfa","Itgb1"
"3635","Vegfc","Itgb1"
"3636","Vegfd","Itgb1"
"3637","Kng1","Itgb2"
"3638","Mmp9","Itgb2"
"3639","Plat","Itgb2"
"3640","Plau","Itgb2"
"3641","Plg","Itgb2"
"3642","Selplg","Itgb2"
"3643","Spon2","Itgb2"
"3644","Itgb3bp","Itgb3"
"3645","Lgals3","Itgb3"
"3646","Mfge8","Itgb3"
"3647","Nid1","Itgb3"
"3648","Reln","Itgb3"
"3649","Tgfb1","Itgb3"
"3650","Tgfb3","Itgb3"
"3651","Tgm2","Itgb3"
"3652","Vegfa","Itgb3"
"3653","Itgb3bp","Itgb5"
"3654","Lgals3","Itgb4"
"3655","Ltbp1","Itgb5"
"3656","Ltbp3","Itgb5"
"3657","Mfge8","Itgb5"
"3658","Plau","Itgb5"
"3659","Serpine1","Itgb5"
"3660","Sorbs1","Itgb5"
"3661","Tgfb1","Itgb5"
"3662","Tgfb3","Itgb5"
"3663","Vcl","Itgb5"
"3664","Tgfb3","Itgb6"
"3665","Thbs1","Itgb6"
"3666","Vtn","Itgb6"
"3667","Tgfb1","Itgb8"
"3668","Thbs1","Itgb8"
"3669","Izumo1","Izumo1r"
"3670","Jag1","Notch1"
"3671","Jag1","Notch2"
"3672","Jag1","Notch3"
"3673","Jag1","Notch4"
"3674","Jag2","Notch1"
"3675","Jag2","Notch2"
"3676","Jag2","Notch3"
"3677","Jag2","Notch4"
"3678","Jam2","Jam2"
"3679","Jam3","Jam2"
"3680","Jam3","Jam3"
"3681","Lin7c","Kcnj4"
"3682","Pdgfc","Kdr"
"3683","Sema6d","Plxna1,Kdr"
"3684","Timp3","Kdr"
"3685","Vegfa","Kdr"
"3686","Vegfc","Kdr"
"3687","Vegfd","Kdr"
"3688","Vtn","Kdr"
"3689","Ngf","Kidins220"
"3690","Kitl","Kit"
"3691","Klk1b4","Ngfr"
"3692","Tnfsf9","Klrg2"
"3693","Wnt11","Klrg2"
"3694","Wnt5b","Klrg2"
"3695","Kng1","Mtnr1a"
"3696","Kng1","Plaur"
"3697","Kng1","Rxfp4"
"3698","Kng1","Sdc2"
"3699","L1cam","L1cam"
"3700","L1cam","Ncam1"
"3701","Ncam2","L1cam"
"3702","L1cam","Nrp1"
"3703","L1cam","Ptprz1"
"3704","Lgals3","Lag3"
"3705","Snca","Lag3"
"3706","Lair1","Pira2"
"3707","Sftpd","Lair1"
"3708","Lama1","Nt5e"
"3709","Lama1","Rpsa"
"3710","Lama1","Sdc2"
"3711","Lama1","Sdc4"
"3712","Lama1","Sv2a"
"3713","Lama1","Sv2b"
"3714","Lama1","Sv2c"
"3715","Lama1","Tmprss6"
"3716","Lama2","Rpsa"
"3717","Lama2","Sv2a"
"3718","Lama2","Sv2b"
"3719","Lama2","Sv2c"
"3720","Lama3","Sdc2"
"3721","Lama3","Sv2a"
"3722","Lama3","Sv2b"
"3723","Lama3","Sv2c"
"3724","Lama4","Sv2a"
"3725","Lama4","Sv2b"
"3726","Lama4","Sv2c"
"3727","Lama5","Sdc1"
"3728","Lama5","Sv2a"
"3729","Lama5","Sv2b"
"3730","Lama5","Sv2c"
"3731","Lamb1","Sv2a"
"3732","Lamb1","Sv2b"
"3733","Lamb1","Sv2c"
"3734","Lamb2","Rpsa"
"3735","Lamb2","Sv2a"
"3736","Lamb2","Sv2b"
"3737","Lamb2","Sv2c"
"3738","Lamb3","Sv2a"
"3739","Lamb3","Sv2b"
"3740","Lamb3","Sv2c"
"3741","Lamc1","Sv2a"
"3742","Lamc1","Sv2b"
"3743","Lamc1","Sv2c"
"3744","Lamc2","Sv2a"
"3745","Lamc2","Sv2b"
"3746","Lamc2","Sv2c"
"3747","Lamc3","Sv2a"
"3748","Lamc3","Sv2b"
"3749","Lamc3","Sv2c"
"3750","Lcn2","Lrp2"
"3751","Lcn2","Slc22a17"
"3752","Lipc","Ldlr"
"3753","Lrpap1","Ldlr"
"3754","Pcsk9","Ldlr"
"3755","Rps27a","Ldlr"
"3756","Trf","Ldlr"
"3757","Wnt5a","Ldlr"
"3758","Wnt7a","Ldlr"
"3759","Lefty1","Tdgf1"
"3760","Lefty2","Tdgf1"
"3761","Lep","Lepr"
"3762","Lep","Leprot"
"3763","Lep","Lrp2"
"3764","Lgals1","Lgals1"
"3765","Lgals1","Ptprc"
"3766","Lgals3","Mag"
"3767","Lgals3","Mertk"
"3768","Lgals3bp","Vangl1"
"3769","Lgals9","Ptprc"
"3770","Lgi1","Rtn4r"
"3771","Lgi3","Stx1a"
"3772","Rspo4","Lgr4,Lrp5"
"3773","Rspo4","Lgr4,Lrp6"
"3774","Ndp","Lgr4"
"3775","Nrg1","Lgr4"
"3776","Rspo1","Lgr4"
"3777","Rspo2","Lgr4"
"3778","Rspo3","Lgr4"
"3779","Rspo4","Lgr4"
"3780","Tnfsf11","Lgr4"
"3781","Rspo4","Lgr5,Lrp5"
"3782","Rspo4","Lgr5,Lrp6"
"3783","Rspo1","Lgr5"
"3784","Rspo2","Lgr5"
"3785","Rspo3","Lgr5"
"3786","Rspo4","Lgr5"
"3787","Rspo1","Lgr6"
"3788","Rspo2","Lgr6"
"3789","Rspo3","Lgr6"
"3790","Rspo4","Lgr6"
"3791","Lhb","Lhcgr"
"3792","Omg","Lingo1"
"3793","Rtn4","Lingo1"
"3794","Lipc","Lrp1"
"3795","Lipc","Scarb1"
"3796","Liph","Lpar1"
"3797","Liph","Lpar2"
"3798","Liph","Lpar4"
"3799","Scgb1a1","Lmbr1l"
"3800","Lpl","Lrp1"
"3801","Lpl","Lrp2"
"3802","Lpl","Sdc1"
"3803","Lpl","Vldlr"
"3804","Lrfn3","Lrfn3"
"3805","Lrfn5","Lrfn5"
"3806","Ltf","Lrp11"
"3807","Lrpap1","Lrp1"
"3808","Ltf","Lrp1"
"3809","Mdk","Lrp1"
"3810","Mmp13","Lrp1"
"3811","Mmp9","Lrp1"
"3812","Pcsk9","Lrp1"
"3813","Pdgfb","Lrp1"
"3814","Pf4","Lrp1"
"3815","Plat","Lrp1"
"3816","Plau","Lrp1"
"3817","Psap","Lrp1"
"3818","Serpinc1","Lrp1"
"3819","Serpine1","Lrp1"
"3820","Serpine2","Lrp1"
"3821","Serping1","Lrp1"
"3822","Tfpi","Lrp1"
"3823","Thbs1","Lrp1"
"3824","Timp1","Lrp1"
"3825","Vwf","Lrp1"
"3826","Wnt3a","Lrp1"
"3827","Lrp1b","Plaur"
"3828","Serpine1","Lrp1b"
"3829","Lrpap1","Lrp2"
"3830","Plau","Lrp2"
"3831","Plg","Lrp2"
"3832","Rps27a","Lrp2"
"3833","Scgb1a1","Lrp2"
"3834","Selenop","Lrp2"
"3835","Serpine1","Lrp2"
"3836","Shh","Lrp2"
"3837","Tcn2","Lrp2"
"3838","Tg","Lrp2"
"3839","Trf","Lrp2"
"3840","Wnt5a","Lrp2"
"3841","Sost","Lrp4"
"3842","Sostdc1","Lrp4"
"3843","Wnt7a","Lrp4"
"3844","Sost","Lrp5"
"3845","Sostdc1","Lrp5"
"3846","Tdgf1","Lrp5"
"3847","Thbs1","Lrp5"
"3848","Wnt5a","Lrp5"
"3849","Mdk","Lrp6"
"3850","Pth","Lrp6"
"3851","Rspo1","Lrp6"
"3852","Rspo3","Lrp6"
"3853","Sost","Lrp6"
"3854","Sostdc1","Lrp6"
"3855","Tdgf1","Lrp6"
"3856","Wnt5a","Lrp6"
"3857","Lrpap1","Lrp8"
"3858","Pcsk9","Lrp8"
"3859","Reln","Lrp8"
"3860","Selenop","Lrp8"
"3861","Spon1","Lrp8"
"3862","Lrpap1","Sorl1"
"3863","Lrpap1","Sort1"
"3864","Lrpap1","Vldlr"
"3865","Ntng2","Lrrc4"
"3866","Lrrc4b","Ptprd"
"3867","Lrrc4b","Ptprf"
"3868","Lrrc4b","Ptprs"
"3869","Ntng1","Lrrc4c"
"3870","Ntng2","Lrrc4c"
"3871","Nrg1","Lsr"
"3872","Ltb,Lta","Ltbr,Ltbr"
"3873","Lta","Ltbr"
"3874","Lta","Ripk1"
"3875","Lta","Tnfrsf1a"
"3876","Lta","Tnfrsf1b"
"3877","Ltb","Ltbr"
"3878","Ltb","Tnfrsf1a"
"3879","Tnf","Ltbr"
"3880","Tnfsf14","Ltbr"
"3881","Ltf","Tfrc"
"3882","S100a8","Ly96"
"3883","Sftpd","Ly96"
"3884","Ly9","Ly9"
"3885","Vegfc","Lyve1"
"3886","Mag","Mag"
"3887","Ngf","Maged1"
"3888","Scgb3a1","Marco"
"3889","Scgb3a2","Marco"
"3890","Npff","Mas1"
"3891","Matn1","Ptprd"
"3892","Pomc","Mc1r"
"3893","Pomc","Mc2r"
"3894","Pomc","Mc3r"
"3895","Npy","Mc4r"
"3896","Pomc","Mc4r"
